10_256_256_2048__1_32_32_1_32_32_1_16_1_it2_28, 0.046875, 0.000000,151.98,8832,536712,6291328,0
10_256_256_2048__1_32_32_1_32_32_1_16_4_it2_28, 0.046875, 0.000000,137.38,8832,536712,6291328,0
10_256_256_2048__1_32_32_1_32_32_1_32_1_it2_28, 0.046875, 0.000000,152.65,8832,536712,6291328,0
10_256_256_2048__1_32_32_1_32_32_1_32_4_it2_28, 0.046875, 0.000000,132.22,8832,536712,6291328,0
10_256_256_2048__1_32_128_1_32_32_1_16_1_it2_28, 0.046875, 0.000000,158.55,17272,524040,6291328,0
10_256_256_2048__1_32_128_1_32_32_1_16_4_it2_28, 0.046875, 0.000000,139.24,17272,524040,6291328,0
10_256_256_2048__1_32_128_1_32_32_1_32_1_it2_28, 0.046875, 0.000000,160.21,17272,524040,6291328,0
10_256_256_2048__1_32_128_1_32_32_1_32_4_it2_28, 0.046875, 0.000000,134.17,17272,524040,6291328,0
10_256_256_2048__1_32_128_1_32_64_1_16_1_it2_28, 0.046875, 0.000000,162.69,17400,524040,6291328,0
10_256_256_2048__1_32_128_1_32_64_1_16_4_it2_28, 0.046875, 0.000000,148.94,17400,524040,6291328,0
10_256_256_2048__1_32_128_1_32_64_1_32_1_it2_28, 0.046875, 0.000000,167.07,17400,524040,6291328,0
10_256_256_2048__1_32_128_1_32_64_1_32_4_it2_28, 0.046875, 0.000000,149.94,17400,524040,6291328,0
10_256_256_2048__1_32_512_1_32_32_1_16_1_it2_28, 0.046875, 0.000000,161.45,8832,536840,6291328,0
10_256_256_2048__1_32_512_1_32_32_1_16_4_it2_28, 0.046875, 0.000000,144.58,8832,536840,6291328,0
10_256_256_2048__1_32_512_1_32_32_1_32_1_it2_28, 0.046875, 0.000000,162.05,8832,536840,6291328,0
10_256_256_2048__1_32_512_1_32_32_1_32_4_it2_28, 0.046875, 0.000000,140.47,8832,536840,6291328,0
10_256_256_2048__1_32_512_1_32_64_1_16_1_it2_28, 0.046875, 0.000000,164.08,17408,532616,6291328,0
10_256_256_2048__1_32_512_1_32_64_1_16_4_it2_28, 0.046875, 0.000000,153.15,17408,532616,6291328,0
10_256_256_2048__1_32_512_1_32_64_1_32_1_it2_28, 0.046875, 0.000000,164.37,17408,532616,6291328,0
10_256_256_2048__1_32_512_1_32_64_1_32_4_it2_28, 0.046875, 0.000000,153.73,17408,532616,6291328,0
10_256_256_2048__1_128_32_1_32_32_1_16_1_it2_28, 0.046875, 0.000000,133.04,17272,1040768,5504512,0
10_256_256_2048__1_128_32_1_32_32_1_16_4_it2_28, 0.046875, 0.000000,121.89,17272,1040768,5504512,0
10_256_256_2048__1_128_32_1_32_32_1_32_1_it2_28, 0.046875, 0.000000,132.09,17272,1040768,5504512,0
10_256_256_2048__1_128_32_1_32_32_1_32_4_it2_28, 0.046875, 0.000000,115.13,17272,1040768,5504512,0
10_256_256_2048__1_128_32_1_64_32_1_16_1_it2_28, 0.046875, 0.000000,135.12,17272,1040768,5504512,0
10_256_256_2048__1_128_32_1_64_32_1_16_4_it2_28, 0.046875, 0.000000,128.94,17272,1040768,5504512,0
10_256_256_2048__1_128_32_1_64_32_1_32_1_it2_28, 0.046875, 0.000000,131.43,17272,1040768,5504512,0
10_256_256_2048__1_128_32_1_64_32_1_32_4_it2_28, 0.046875, 0.000000,117.36,17272,1040768,5504512,0
10_256_256_2048__1_128_128_1_32_32_1_16_1_it2_28, 0.046875, 0.000000,135.76,17272,1041280,5504512,0
10_256_256_2048__1_128_128_1_32_32_1_16_4_it2_28, 0.046875, 0.000000,122.08,17272,1041280,5504512,0
10_256_256_2048__1_128_128_1_32_32_1_32_1_it2_28, 0.046875, 0.000000,133.99,17272,1041280,5504512,0
10_256_256_2048__1_128_128_1_32_32_1_32_4_it2_28, 0.046875, 0.000000,116.84,17272,1041280,5504512,0
10_256_256_2048__1_128_128_1_32_64_1_16_1_it2_28, 0.046875, 0.000000,140.60,17400,1041280,5504512,0
10_256_256_2048__1_128_128_1_32_64_1_16_4_it2_28, 0.046875, 0.000000,138.42,17400,1041280,5504512,0
10_256_256_2048__1_128_128_1_32_64_1_32_1_it2_28, 0.046875, 0.000000,133.64,17400,1041280,5504512,0
10_256_256_2048__1_128_128_1_32_64_1_32_4_it2_28, 0.046875, 0.000000,128.70,17400,1041280,5504512,0
10_256_256_2048__1_128_128_1_64_32_1_16_1_it2_28, 0.046875, 0.000000,139.32,17280,125320,6495744,0
10_256_256_2048__1_128_128_1_64_32_1_16_4_it2_28, 0.046875, 0.000000,129.52,17280,125320,6495744,0
10_256_256_2048__1_128_128_1_64_32_1_32_1_it2_28, 0.046875, 0.000000,136.72,17280,125320,6495744,0
10_256_256_2048__1_128_128_1_64_32_1_32_4_it2_28, 0.046875, 0.000000,118.52,17280,125320,6495744,0
10_256_256_2048__1_128_128_1_64_64_1_16_1_it2_28, 0.046875, 0.000000,138.85,17144,1041664,5504512,0
10_256_256_2048__1_128_128_1_64_64_1_16_4_it2_28, 0.046875, 0.000000,136.83,17144,1041664,5504512,0
10_256_256_2048__1_128_128_1_64_64_1_32_1_it2_28, 0.046875, 0.000000,139.94,17144,1041664,5504512,0
10_256_256_2048__1_128_128_1_64_64_1_32_4_it2_28, 0.046875, 0.000000,130.41,17144,1041664,5504512,0
10_256_256_2048__1_128_512_1_32_32_1_16_1_it2_28, 0.046875, 0.000000,165.13,8832,527240,6297600,0
10_256_256_2048__1_128_512_1_32_32_1_16_4_it2_28, 0.046875, 0.000000,144.99,8832,527240,6297600,0
10_256_256_2048__1_128_512_1_32_32_1_32_1_it2_28, 0.046875, 0.000000,164.97,8832,527240,6297600,0
10_256_256_2048__1_128_512_1_32_32_1_32_4_it2_28, 0.046875, 0.000000,137.43,8832,527240,6297600,0
10_256_256_2048__1_128_512_1_32_64_1_16_1_it2_28, 0.046875, 0.000000,162.06,17408,523016,6297600,0
10_256_256_2048__1_128_512_1_32_64_1_16_4_it2_28, 0.046875, 0.000000,151.33,17408,523016,6297600,0
10_256_256_2048__1_128_512_1_32_64_1_32_1_it2_28, 0.046875, 0.000000,168.36,17408,523016,6297600,0
10_256_256_2048__1_128_512_1_32_64_1_32_4_it2_28, 0.046875, 0.000000,149.38,17408,523016,6297600,0
10_256_256_2048__1_128_512_1_64_32_1_16_1_it2_28, 0.046875, 0.000000,133.56,17280,523144,6297600,0
10_256_256_2048__1_128_512_1_64_32_1_16_4_it2_28, 0.046875, 0.000000,128.70,17280,523144,6297600,0
10_256_256_2048__1_128_512_1_64_32_1_32_1_it2_28, 0.046875, 0.000000,130.99,17280,523144,6297600,0
10_256_256_2048__1_128_512_1_64_32_1_32_4_it2_28, 0.046875, 0.000000,115.38,17280,523144,6297600,0
10_256_256_2048__1_128_512_1_64_64_1_16_1_it2_28, 0.046875, 0.000000,136.98,17144,1043200,5504512,0
10_256_256_2048__1_128_512_1_64_64_1_16_4_it2_28, 0.046875, 0.000000,137.45,17144,1043200,5504512,0
10_256_256_2048__1_128_512_1_64_64_1_32_1_it2_28, 0.046875, 0.000000,130.89,17144,1043200,5504512,0
10_256_256_2048__1_128_512_1_64_64_1_32_4_it2_28, 0.046875, 0.000000,128.86,17144,1043200,5504512,0
10_256_256_2048__2_32_32_1_32_32_1_16_1_it2_28, 0.046875, 0.000000,218.14,13440,553224,6291200,0
10_256_256_2048__2_32_32_1_32_32_1_16_4_it2_28, 0.046875, 0.000000,193.07,13440,553224,6291200,0
10_256_256_2048__2_32_32_1_32_32_1_32_1_it2_28, 0.046875, 0.000000,235.47,13440,553224,6291200,0
10_256_256_2048__2_32_32_1_32_32_1_32_4_it2_28, 0.046875, 0.000000,194.30,13440,553224,6291200,0
10_256_256_2048__2_32_32_2_32_32_1_16_1_it2_28, 0.046875, 0.000000,231.14,13440,553224,6291200,0
10_256_256_2048__2_32_32_2_32_32_1_16_4_it2_28, 0.046875, 0.000000,197.72,13440,553224,6291200,0
10_256_256_2048__2_32_32_2_32_32_1_32_1_it2_28, 0.046875, 0.000000,244.11,13440,553224,6291200,0
10_256_256_2048__2_32_32_2_32_32_1_32_4_it2_28, 0.046875, 0.000000,206.71,13440,553224,6291200,0
10_256_256_2048__2_32_32_2_32_32_2_16_1_it2_28, 0.046875, 0.000000,274.82,13440,553224,6291200,0
10_256_256_2048__2_32_32_2_32_32_2_16_4_it2_28, 0.046875, 0.000000,206.12,13440,553224,6291200,0
10_256_256_2048__2_32_32_2_32_32_2_32_1_it2_28, 0.046875, 0.000000,275.41,13440,553224,6291200,0
10_256_256_2048__2_32_32_2_32_32_2_32_4_it2_28, 0.046875, 0.000000,213.39,13440,553224,6291200,0
10_256_256_2048__2_32_128_1_32_32_1_16_1_it2_28, 0.046875, 0.000000,152.08,17272,557192,6291200,0
10_256_256_2048__2_32_128_1_32_32_1_16_4_it2_28, 0.046875, 0.000000,135.36,17272,557192,6291200,0
10_256_256_2048__2_32_128_1_32_32_1_32_1_it2_28, 0.046875, 0.000000,150.73,17272,557192,6291200,0
10_256_256_2048__2_32_128_1_32_32_1_32_4_it2_28, 0.046875, 0.000000,128.09,17272,557192,6291200,0
10_256_256_2048__2_32_128_1_32_64_1_16_1_it2_28, 0.046875, 0.000000,161.89,17400,557192,6291200,0
10_256_256_2048__2_32_128_1_32_64_1_16_4_it2_28, 0.046875, 0.000000,154.41,17400,557192,6291200,0
10_256_256_2048__2_32_128_1_32_64_1_32_1_it2_28, 0.046875, 0.000000,151.36,17400,557192,6291200,0
10_256_256_2048__2_32_128_1_32_64_1_32_4_it2_28, 0.046875, 0.000000,141.06,17400,557192,6291200,0
10_256_256_2048__2_32_128_2_32_32_1_16_1_it2_28, 0.046875, 0.000000,234.83,22136,540168,6291200,0
10_256_256_2048__2_32_128_2_32_32_1_16_4_it2_28, 0.046875, 0.000000,206.35,22136,540168,6291200,0
10_256_256_2048__2_32_128_2_32_32_1_32_1_it2_28, 0.046875, 0.000000,247.24,22136,540168,6291200,0
10_256_256_2048__2_32_128_2_32_32_1_32_4_it2_28, 0.046875, 0.000000,202.88,22136,540168,6291200,0
10_256_256_2048__2_32_128_2_32_32_2_16_1_it2_28, 0.046875, 0.000000,282.20,22136,540168,6291200,0
10_256_256_2048__2_32_128_2_32_32_2_16_4_it2_28, 0.046875, 0.000000,212.99,22136,540168,6291200,0
10_256_256_2048__2_32_128_2_32_32_2_32_1_it2_28, 0.046875, 0.000000,293.52,22136,540168,6291200,0
10_256_256_2048__2_32_128_2_32_32_2_32_4_it2_28, 0.046875, 0.000000,213.58,22136,540168,6291200,0
10_256_256_2048__2_32_128_2_32_64_1_16_1_it2_28, 0.046875, 0.000000,160.19,26360,540168,6291200,0
10_256_256_2048__2_32_128_2_32_64_1_16_4_it2_28, 0.046875, 0.000000,163.65,26360,540168,6291200,0
10_256_256_2048__2_32_128_2_32_64_1_32_1_it2_28, 0.046875, 0.000000,146.20,26360,540168,6291200,0
10_256_256_2048__2_32_128_2_32_64_1_32_4_it2_28, 0.046875, 0.000000,141.42,26360,540168,6291200,0
10_256_256_2048__2_32_128_2_32_64_2_16_1_it2_28, 0.046875, 0.000000,291.45,26360,540168,6291200,0
