10_320_3072_4096__32_32_32_32_32_32_1_16_1_jt2_28, 0.750000, 0.000000,318.68,28800,1044480,0,109309952
10_320_3072_4096__32_32_32_32_32_32_1_16_4_jt2_28, 0.750000, 0.000000,264.33,28800,1044480,0,109309952
10_320_3072_4096__32_32_32_32_32_32_1_32_1_jt2_28, 0.750000, 0.000000,360.83,28800,1044480,0,109309952
10_320_3072_4096__32_32_32_32_32_32_1_32_4_jt2_28, 0.750000, 0.000000,285.20,28800,1044480,0,109309952
10_320_3072_4096__32_32_32_32_32_32_4_16_1_jt2_28, 0.750000, 0.000000,621.86,28800,1044480,0,109309952
10_320_3072_4096__32_32_32_32_32_32_4_16_4_jt2_28, 0.750000, 0.000000,407.13,28800,1044480,0,109309952
10_320_3072_4096__32_32_32_32_32_32_4_32_1_jt2_28, 0.750000, 0.000000,687.67,28800,1044480,0,109309952
10_320_3072_4096__32_32_32_32_32_32_4_32_4_jt2_28, 0.750000, 0.000000,336.47,28800,1044480,0,109309952
10_320_3072_4096__32_32_128_32_32_32_1_16_1_jt2_28, 0.750000, 0.000000,304.14,28800,1048576,0,109309952
10_320_3072_4096__32_32_128_32_32_32_1_16_4_jt2_28, 0.750000, 0.000000,257.11,28800,1048576,0,109309952
10_320_3072_4096__32_32_128_32_32_32_1_32_1_jt2_28, 0.750000, 0.000000,389.35,28800,1048576,0,109309952
10_320_3072_4096__32_32_128_32_32_32_1_32_4_jt2_28, 0.750000, 0.000000,281.77,28800,1048576,0,109309952
10_320_3072_4096__32_32_128_32_32_32_4_16_1_jt2_28, 0.750000, 0.000000,621.04,28800,1048576,0,109309952
10_320_3072_4096__32_32_128_32_32_32_4_16_4_jt2_28, 0.750000, 0.000000,402.94,28800,1048576,0,109309952
10_320_3072_4096__32_32_128_32_32_32_4_32_1_jt2_28, 0.750000, 0.000000,842.74,28800,1048576,0,109309952
10_320_3072_4096__32_32_128_32_32_32_4_32_4_jt2_28, 0.750000, 0.000000,337.77,28800,1048576,0,109309952
10_320_3072_4096__32_32_128_32_32_64_1_16_1_jt2_28, 0.750000, 0.000000,297.38,28920,1040384,0,109309952
10_320_3072_4096__32_32_128_32_32_64_1_16_4_jt2_28, 0.750000, 0.000000,273.59,28920,1040384,0,109309952
10_320_3072_4096__32_32_128_32_32_64_1_32_1_jt2_28, 0.750000, 0.000000,434.27,28920,1040384,0,109309952
10_320_3072_4096__32_32_128_32_32_64_1_32_4_jt2_28, 0.750000, 0.000000,347.09,28920,1040384,0,109309952
10_320_3072_4096__32_32_128_32_32_64_4_16_1_jt2_28, 0.750000, 0.000000,719.92,28920,1040384,0,109309952
