32,64,4,2048,2048,2048
32,32,4,1024,1024,1024
32,16,4,512,512,512
64,32,4,1024,1024,1024
64,64,4,2048,2048,2048
16,16,4,512,512,512
16,32,4,2048,2048,2048
16,64,4,1024,1024,1024
