ActualRank,PolyRank,GFLOPS,Version,wins
1,29,105.57,0_28_28_64_4,0
2,119,105.57,1_28_7_16_1,0
3,40,105.57,0_28_28_1_16,0
4,98,105.55,0_28_7_1_4,0
6,103,105.54,1_28_7_64_4,0
5,104,105.54,1_28_7_16_4,0
7,130,105.53,1_28_28_4_1,0
9,48,105.52,1_28_28_4_64,0
8,92,105.52,0_28_7_4_4,0
12,54,105.51,1_28_28_4_16,0
10,36,105.51,0_28_28_4_1,0
13,37,105.51,0_28_28_16_16,0
14,39,105.51,0_28_28_4_4,0
11,129,105.51,1_28_28_16_1,0
15,41,105.51,0_28_28_64_64,0
16,87,105.5,0_28_7_16_4,0
19,51,105.5,1_28_28_1_64,0
18,52,105.5,1_28_28_1_16,0
17,53,105.5,1_28_28_64_16,0
20,50,105.49,1_28_28_64_64,0
21,100,105.49,0_28_7_1_64,0
23,44,105.48,0_28_28_1_1,0
22,49,105.48,1_28_28_64_4,0
24,106,105.48,1_28_7_4_64,0
25,42,105.47,0_28_28_16_1,0
27,109,105.47,1_28_7_64_64,0
28,45,105.47,1_28_28_1_4,0
26,107,105.47,1_28_7_16_64,0
29,88,105.46,0_28_7_16_1,0
30,110,105.46,1_28_7_4_4,0
31,43,105.45,0_28_28_1_4,0
32,99,105.45,0_28_7_64_4,0
33,55,105.44,1_28_28_16_4,0
34,38,105.44,0_28_28_16_64,0
36,46,105.43,1_28_28_16_64,0
35,93,105.43,0_28_7_64_64,0
38,122,105.42,1_28_7_4_1,0
37,105,105.42,1_28_7_4_16,0
39,56,105.42,1_28_28_4_4,0
40,35,105.41,0_28_28_4_64,0
41,34,105.41,0_28_28_64_1,0
42,114,105.4,1_28_7_1_64,0
44,97,105.38,0_28_7_64_16,0
45,113,105.38,1_28_7_64_16,0
43,121,105.38,1_28_7_1_1,0
47,33,105.37,0_28_28_1_64,0
46,112,105.37,1_28_7_16_16,0
49,96,105.36,0_28_7_16_64,0
50,32,105.36,0_28_28_64_16,0
51,111,105.36,1_28_7_1_16,0
48,101,105.36,0_28_7_4_16,0
53,31,105.35,0_28_28_16_4,0
52,95,105.35,0_28_7_16_16,0
54,30,105.35,0_28_28_4_16,0
55,102,105.34,0_28_7_1_1,0
56,128,105.33,1_28_28_1_1,0
57,89,105.31,0_28_7_64_1,0
58,47,105.29,1_28_28_16_16,0
59,90,105.27,0_28_7_1_16,0
60,127,105.26,1_28_28_64_1,0
61,91,105.25,0_28_7_4_1,0
62,120,105.24,1_28_7_64_1,0
63,108,105.2,1_28_7_1_4,0
64,94,105.04,0_28_7_4_64,0
65,58,104.1,2,0
66,57,104.03,3,0
67,16,101.78,0_7_28_4_16,0
68,17,101.72,0_7_28_16_64,0
70,85,101.7,0_7_7_1_1,0
69,86,101.7,0_7_7_4_64,0
71,18,101.67,0_7_28_16_1,0
72,19,101.66,0_7_28_64_4,0
74,82,101.64,0_7_7_64_64,0
73,83,101.64,0_7_7_1_4,0
75,81,101.56,0_7_7_16_64,0
76,13,101.55,0_7_28_64_1,0
78,79,101.54,0_7_7_64_4,0
77,80,101.54,0_7_7_1_64,0
79,84,101.53,0_7_7_16_4,0
80,73,101.51,0_7_7_4_4,0
81,78,101.51,0_7_7_16_1,0
82,77,101.5,0_7_7_1_16,0
83,76,101.47,0_7_7_4_16,0
84,20,101.46,0_7_28_1_16,0
86,74,101.45,0_7_7_64_16,0
85,75,101.45,0_7_7_16_16,0
87,21,101.45,0_7_28_4_4,0
88,22,101.42,0_7_28_4_64,0
89,1,101.4,1_7_28_1_64,0
90,23,101.4,0_7_28_64_64,0
91,61,101.38,1_7_7_4_16,0
92,3,101.37,1_7_28_64_4,0
93,24,101.36,0_7_28_16_16,0
94,4,101.35,1_7_28_16_64,0
95,25,101.34,0_7_28_16_4,0
96,125,101.31,1_7_28_1_1,0
97,124,101.29,1_7_28_64_1,0
98,65,101.29,1_7_7_64_16,0
99,5,101.29,1_7_28_1_16,0
101,68,101.27,1_7_7_64_64,0
100,67,101.27,1_7_7_16_16,0
102,6,101.27,1_7_28_4_4,0
103,123,101.26,1_7_28_4_1,0
104,72,101.25,0_7_7_4_1,0
105,59,101.25,1_7_7_16_64,0
106,115,101.24,1_7_7_64_1,0
107,69,101.23,1_7_7_4_4,0
108,117,101.23,1_7_7_4_1,0
110,63,101.22,1_7_7_1_16,0
109,7,101.22,1_7_28_16_4,0
111,12,101.21,1_7_28_64_64,0
112,27,101.2,0_7_28_1_64,0
114,70,101.2,1_7_7_16_4,0
113,9,101.2,1_7_28_64_16,0
115,62,101.18,1_7_7_64_4,0
116,10,101.17,1_7_28_1_4,0
118,11,101.09,1_7_28_16_16,0
117,60,101.09,1_7_7_4_64,0
119,8,101.08,1_7_28_4_16,0
120,116,101.05,1_7_7_1_1,0
121,26,101.04,0_7_28_4_1,0
122,64,101.02,1_7_7_1_4,0
123,15,101.01,0_7_28_64_16,0
124,118,101,1_7_7_16_1,0
125,14,100.9,0_7_28_1_1,0
126,71,100.86,0_7_7_64_1,0
127,2,100.74,1_7_28_4_64,0
128,66,100.61,1_7_7_1_64,0
129,28,100.54,0_7_28_1_4,0
130,126,100.4,1_7_28_16_1,0
131,131,90.461,4,0
132,132,90.435,5,0

