ActualRank,PolyRank,GFLOPS,Version,wins
1,4,2826.1,4,0
2,1,2729.1,2,0
3,3,2701.7,5,0
5,17,2620.1,1_7_7_4_1,0
4,14,2620.1,1_7_7_64_1,0
6,13,2619.6,1_7_7_1_1,0
7,16,2619,1_7_7_16_1,0
8,15,2617.4,1_7_7_256_1,0
10,10,2586,0_7_7_64_1,0
9,9,2586,0_7_7_4_1,0
11,11,2585.7,0_7_7_256_1,0
12,12,2585.1,0_7_7_16_1,0
13,7,2574.1,0_7_7_1_64,0
14,8,2573.1,0_7_7_1_16,0
15,6,2573.1,0_7_7_1_256,0
16,5,2572.9,0_7_7_1_4,0
17,2,2530.1,0_7_7_1_1,0
18,36,2410.3,0_7_7_256_64,0
19,39,2410.1,0_7_7_4_4,0
20,38,2409.9,0_7_7_4_64,0
21,37,2409.7,0_7_7_16_4,0
22,34,2409.5,0_7_7_16_256,0
23,33,2409.5,0_7_7_256_256,0
24,32,2409.4,0_7_7_64_4,0
25,31,2409.2,0_7_7_64_16,0
26,30,2409.2,0_7_7_16_16,0
27,29,2409,0_7_7_16_64,0
28,28,2408.8,0_7_7_64_256,0
29,35,2408.6,0_7_7_4_16,0
30,27,2408.4,0_7_7_256_4,0
31,26,2408.1,0_7_7_4_256,0
32,25,2407.8,0_7_7_64_64,0
33,24,2407.1,0_7_7_256_16,0
34,23,2251.1,3,0
35,21,1627.5,1_7_7_64_4,0
37,50,1627.2,1_7_7_64_64,0
36,51,1627.2,1_7_7_64_256,0
38,49,1627.1,1_7_7_256_256,0
40,47,1627,1_7_7_256_64,0
39,48,1627,1_7_7_64_16,0
41,22,1626.8,1_7_7_4_4,0
45,19,1626.7,1_7_7_1_4,0
43,20,1626.7,1_7_7_256_4,0
44,45,1626.7,1_7_7_256_16,0
42,46,1626.7,1_7_7_16_64,0
48,52,1626.3,1_7_7_4_16,0
47,43,1626.3,1_7_7_16_256,0
46,44,1626.3,1_7_7_16_16,0
49,53,1626.2,1_7_7_4_64,0
50,42,1625.4,1_7_7_1_256,0
51,54,1625.3,1_7_7_4_256,0
52,41,1625.2,1_7_7_1_16,0
53,18,1625,1_7_7_16_4,0
54,40,1624.3,1_7_7_1_64,0

