ActualRank,PolyRank,GFLOPS,Version,wins
1,19,2368.6,4,0
2,1,2367.6,0_7_7_4_256,0
3,2,2363.8,0_7_7_4_64,0
4,3,2361.6,0_7_7_4_16,0
5,45,2351.8,0_7_7_1_4,0
6,25,2342.1,2,0
7,27,2336.1,0_7_7_1024_64,0
8,6,2335.7,0_7_7_16_4,0
9,29,2332.6,0_7_7_1_64,0
10,26,2332.6,0_7_7_64_64,0
11,30,2331.7,0_7_7_1_16,0
12,31,2331.5,0_7_7_1_256,0
13,24,2330.8,0_7_7_256_64,0
14,23,2330.2,0_7_7_1024_1,0
15,22,2330.2,0_7_7_16_256,0
16,7,2329.6,0_7_7_256_4,0
18,5,2328.9,0_7_7_64_4,0
17,21,2328.9,0_7_7_1024_16,0
19,20,2328.7,0_7_7_64_1,0
20,9,2328.1,0_7_7_1024_256,0
21,10,2327.5,0_7_7_256_256,0
22,11,2327.4,0_7_7_16_1,0
23,12,2327.3,0_7_7_256_16,0
24,13,2327.2,0_7_7_64_16,0
25,8,2326.9,0_7_7_1024_4,0
26,14,2326.8,0_7_7_256_1,0
27,15,2325.4,0_7_7_64_256,0
28,16,2323,0_7_7_16_64,0
29,17,2320.8,0_7_7_16_16,0
30,18,2320.2,0_7_7_1_1,0
31,28,2319.8,0_7_7_4_1,0
32,4,2310.5,0_7_7_4_4,0
33,41,2138.2,1_7_7_1024_1,0
34,39,2137.6,1_7_7_16_1,0
35,43,2136.9,1_7_7_256_1,0
36,42,2134.1,1_7_7_64_1,0
37,40,2126.6,1_7_7_4_1,0
38,44,2124.6,1_7_7_1_1,0
39,33,2053.5,1_7_7_16_4,0
40,36,2048.2,1_7_7_64_4,0
41,35,2047.4,1_7_7_256_4,0
42,37,2045.3,1_7_7_1024_4,0
43,34,2042.3,1_7_7_4_4,0
44,38,2035.7,1_7_7_1_4,0
45,32,1974.6,5,0
46,52,1606.2,3,0
47,62,1600.6,1_7_7_1024_256,0
48,53,1600.4,1_7_7_16_256,0
49,59,1600.3,1_7_7_64_256,0
50,51,1600,1_7_7_1024_16,0
51,50,1599.9,1_7_7_64_16,0
52,57,1599.7,1_7_7_256_256,0
53,58,1599.6,1_7_7_64_64,0
54,49,1599.4,1_7_7_256_16,0
55,46,1599.3,1_7_7_16_16,0
56,60,1599.3,1_7_7_256_64,0
57,61,1599.2,1_7_7_1024_64,0
58,54,1599.1,1_7_7_16_64,0
59,47,1596.9,1_7_7_4_16,0
60,55,1596.8,1_7_7_4_64,0
61,56,1595.3,1_7_7_4_256,0
62,63,1594.6,1_7_7_1_64,0
63,64,1594.3,1_7_7_1_256,0
64,48,1593.4,1_7_7_1_16,0

