ActualRank,PolyRank,GFLOPS,Version,wins
93,161,2555.7,0_7_7_4_4,0
94,54,2552.7,0_7_7_4_256,0
95,56,2552.6,0_7_7_256_64,0
96,57,2551.7,0_7_7_4_16,0
97,58,2551.6,0_7_7_64_64,0
98,197,2550.7,0_7_28_4_4,0
99,59,2546.7,0_7_7_16_16,0
100,60,2545.7,0_7_7_256_256,0
101,61,2545.1,0_7_7_64_16,0
102,151,2544.3,0_7_7_1_1,0
103,141,2544.2,0_7_28_4_1,0
104,132,2541.7,0_7_28_64_64,0
105,62,2539.1,0_7_7_16_256,0
106,138,2537.5,0_7_28_1_1,0
107,155,2535.6,1_28_7_1_16,0
108,63,2532.5,0_7_7_4_64,0
109,28,2523.2,1_7_7_256_1,0
110,17,2519.8,1_7_28_256_1,0
111,29,2517.9,1_7_7_64_1,0
112,18,2516.9,1_7_28_64_1,0
113,73,2508.9,1_28_7_1_256,0
114,27,2507.6,1_7_7_16_1,0
115,21,2505.5,1_7_28_4_1,0
116,20,2499.4,1_7_28_16_1,0
117,31,2495.7,1_7_7_4_1,0
118,19,2493.8,1_7_28_1_1,0
119,30,2490.4,1_7_7_1_1,0
120,81,2486.8,1_7_28_16_4,0
121,147,2486.6,1_7_7_256_4,0
122,82,2486.2,1_7_28_64_4,0
123,85,2485.6,1_7_28_4_4,0
124,146,2485.5,1_7_7_64_4,0
125,145,2484.7,1_7_7_16_4,0
126,149,2484.3,1_7_7_4_4,0
127,83,2483.7,1_7_28_256_4,0
128,148,2476.6,1_7_7_1_4,0
129,84,2468.3,1_7_28_1_4,0
130,3,2462.3,1_28_28_64_256,0
131,170,2444.7,1_28_28_4_16,0
132,74,2435.1,1_28_7_16_64,0
133,153,2425.9,1_28_7_64_16,0
134,75,2420.6,1_28_7_256_256,0
135,72,2411.5,1_28_7_64_64,0
136,4,2408.4,1_28_28_256_256,0
137,69,2405.9,1_28_7_256_64,0
138,67,2404.7,1_28_7_4_64,0
139,172,2403.8,1_28_28_16_16,0
140,173,2403.5,1_28_28_64_16,0
141,1,2401.2,1_28_28_4_64,0
142,174,2399.1,1_28_28_256_16,0
143,66,2398.2,1_28_7_4_256,0
144,9,2398.1,1_28_28_16_64,0
145,156,2395.9,1_28_7_16_16,0
146,10,2395.2,1_28_28_16_256,0
147,11,2395,3,0
148,5,2391.8,1_28_28_1_256,0
149,152,2391.3,1_28_7_4_16,0
150,7,2386.2,1_28_28_64_64,0
151,186,2385.7,0_28_7_1_4,0
152,8,2384.3,1_28_28_256_64,0
153,2,2382.5,1_28_28_4_256,0
154,68,2382.2,1_28_7_64_256,0
155,6,2378.9,1_28_28_1_64,0
156,71,2377.3,1_28_7_16_256,0
157,171,2374.5,1_28_28_1_16,0
158,70,2371.1,1_28_7_1_64,0
159,187,2359.9,0_7_7_1_4,0
160,93,2354.9,1_7_7_1_64,0
161,188,2349.5,0_28_28_1_4,0
162,182,2344,0_28_7_1_64,0
163,200,2331.3,0_28_28_1_16,0
164,180,2330.5,0_28_7_1_256,0
166,199,2328.6,0_28_28_1_64,0
165,181,2328.6,0_28_7_1_16,0
167,198,2321.2,0_28_28_1_256,0
168,194,2312.2,0_7_28_1_4,0
169,202,2298.5,0_7_28_1_256,0
170,178,2282.4,1_7_28_256_16,0
171,185,2281.1,0_7_7_1_16,0
172,204,2277.3,5,0
173,184,2271.3,0_7_7_1_64,0
174,183,2257.1,0_7_7_1_256,0
175,33,2247.7,1_7_28_256_64,0
176,32,2232.5,1_7_28_256_256,0
177,92,2223.5,1_7_7_256_64,0
178,37,2223.2,1_7_28_64_256,0
179,203,2188,0_7_28_1_64,0
180,38,2176.6,1_7_28_16_64,0
181,168,2172.7,1_7_7_256_16,0
182,176,2171.1,1_7_28_16_16,0
183,39,2169.4,1_7_28_64_64,0
184,167,2143.6,1_7_7_16_16,0
185,166,2134.5,1_7_7_64_16,0
186,90,2132.6,1_7_7_64_64,0
187,201,2128.7,0_7_28_1_16,0
188,89,2128.5,1_7_7_64_256,0
189,41,2127.7,1_7_28_4_256,0
190,94,2124.2,1_7_7_4_64,0
191,34,2122,1_7_28_1_256,0
192,40,2121.3,1_7_28_4_64,0
193,95,2120.3,1_7_7_4_256,0
194,35,2110.5,1_7_28_16_256,0
195,36,2109.5,1_7_28_1_64,0
196,169,2102.6,1_7_7_4_16,0
197,177,2101,1_7_28_1_16,0
198,179,2097,1_7_28_4_16,0
199,88,2093.1,1_7_7_16_256,0
201,175,2088.4,1_7_28_64_16,0
200,87,2088.4,1_7_7_256_256,0
202,86,2088.3,1_7_7_16_64,0
203,165,2086.1,1_7_7_1_16,0
204,91,2083.3,1_7_7_1_256,0

