ActualRank,PolyRank,GFLOPS,Version,wins
134,116,2232.9,1_7_28_64_16,0
135,125,2231.2,1_7_28_4_16,0
136,9,2231.2,1_7_7_64_4,0
137,8,2230.9,1_7_7_256_4,0
138,118,2230.5,1_7_28_16_4,0
140,156,2229.2,1_7_28_256_1,0
139,7,2229.2,1_7_7_16_16,0
141,148,2229.1,1_7_7_64_1,0
142,120,2228.8,1_7_28_256_16,0
143,6,2228.2,1_7_7_16_4,0
144,121,2226.4,1_7_28_64_4,0
145,159,2226.3,1_7_28_4_1,0
146,122,2225.6,1_7_28_256_64,0
147,123,2222.5,1_7_28_64_64,0
148,147,2221.6,1_7_7_1_1,0
149,124,2221.4,1_7_28_4_64,0
150,119,2221.2,1_7_28_16_64,0
151,126,2219.9,1_7_28_4_4,0
152,5,2219.1,1_7_7_1_4,0
153,145,2218.7,1_7_7_256_1,0
154,112,2218.4,1_7_28_1_64,0
155,4,2216.8,1_7_7_256_16,0
156,3,2215,1_7_7_1_64,0
157,2,2214.2,1_7_7_1_16,0
158,114,2211.5,1_7_28_1_4,0
159,157,2210.4,1_7_28_64_1,0
160,113,2208.8,1_7_28_1_16,0
161,117,2207.8,1_7_28_16_16,0
162,158,2203.1,1_7_28_1_1,0
163,1,2195.1,1_7_7_64_64,0
164,146,2188.1,1_7_7_16_1,0

