ActualRank,PolyRank,GFLOPS,Version,wins
1,47,100.46,0_7_7_256_4,0
2,33,100.36,0_7_7_64_1,0
3,32,100.29,0_7_7_4_16,0
4,34,100.28,0_7_7_4_4,0
5,35,100.27,0_7_7_4_64,0
6,36,100.26,0_7_7_64_64,0
7,37,100.25,0_7_7_256_16,0
9,39,100.24,0_7_7_64_4,0
8,38,100.24,0_7_7_16_4,0
10,40,100.23,0_7_7_256_64,0
11,41,100.23,0_7_7_16_64,0
12,42,100.2,0_7_7_4_1,0
13,43,100.2,0_7_7_16_16,0
14,44,100.04,0_7_7_256_1,0
15,45,99.949,0_7_7_16_1,0
16,46,99.844,0_7_7_64_16,0
17,25,99.158,0_28_7_256_1,0
18,26,99.151,0_28_7_16_64,0
19,27,99.143,0_28_7_64_64,0
20,28,99.138,0_28_7_4_64,0
21,30,99.094,0_28_7_256_64,0
22,31,99.08,0_28_7_256_4,0
23,24,99.077,0_28_7_16_16,0
24,29,99.056,0_28_7_256_16,0
25,23,99.028,0_28_7_16_1,0
26,22,99.024,0_28_7_64_16,0
27,21,98.974,0_28_7_16_4,0
29,20,98.939,0_28_7_64_4,0
28,16,98.939,0_28_7_4_1,0
30,19,98.924,0_28_7_64_1,0
31,63,98.885,3,0
32,18,98.876,0_28_7_4_16,0
33,17,98.811,0_28_7_4_4,0
34,126,98.609,1_28_28_64_64,0
35,61,98.593,1_28_7_256_64,0
36,62,98.58,1_28_7_256_16,0
37,162,98.58,1_28_28_256_1,0
38,119,98.564,1_28_28_4_64,0
39,125,98.55,1_28_28_256_64,0
41,60,98.549,1_28_7_1_64,0
40,160,98.549,1_28_28_4_1,0
43,59,98.548,1_28_7_64_16,0
42,124,98.548,1_28_28_64_16,0
44,123,98.54,1_28_28_256_4,0
45,58,98.535,1_28_7_1_4,0
46,54,98.534,1_28_7_1_16,0
47,56,98.509,1_28_7_16_16,0
49,151,98.505,1_28_7_64_1,0
48,122,98.505,1_28_28_16_16,0
50,164,98.504,1_28_28_16_1,0
51,153,98.499,1_28_7_1_1,0
52,55,98.499,1_28_7_64_4,0
53,154,98.498,1_28_7_256_1,0
54,150,98.48,1_28_7_4_1,0
55,57,98.479,1_28_7_256_4,0
56,53,98.477,1_28_7_64_64,0
58,127,98.467,1_28_28_16_64,0
57,120,98.467,1_28_28_4_4,0
59,121,98.461,1_28_28_4_16,0
60,163,98.445,1_28_28_64_1,0
61,131,98.445,1_28_28_1_4,0
62,48,98.437,1_28_7_4_64,0
63,132,98.432,1_28_28_16_4,0
64,133,98.422,1_28_28_1_16,0
65,152,98.417,1_28_7_16_1,0
66,49,98.395,1_28_7_4_4,0
67,129,98.385,1_28_28_64_4,0
68,51,98.384,1_28_7_16_64,0
70,130,98.356,1_28_28_256_16,0
69,50,98.356,1_28_7_4_16,0
71,52,98.351,1_28_7_16_4,0
72,161,98.339,1_28_28_1_1,0
73,128,98.328,1_28_28_1_64,0
74,93,97.987,0_7_28_16_16,0
75,94,97.978,0_7_28_256_1,0
76,95,97.879,0_7_28_256_64,0
77,96,97.863,0_7_28_16_64,0
78,97,97.813,0_7_28_16_4,0
79,103,97.776,0_7_28_4_64,0
80,98,97.741,0_7_28_256_16,0
81,99,97.714,0_7_28_4_16,0
82,100,97.659,0_7_28_64_64,0
83,90,97.626,0_7_28_64_16,0
84,101,97.621,0_7_28_256_4,0
85,102,97.601,0_7_28_4_4,0
86,91,97.46,0_7_28_64_4,0
87,92,97.387,0_7_28_64_1,0
88,74,97.367,0_28_28_64_4,0
89,73,97.343,0_28_28_256_1,0
90,72,97.332,0_28_28_64_64,0
91,75,97.331,0_28_28_16_4,0
92,89,97.29,0_7_28_16_1,0
93,76,97.289,0_28_28_256_16,0
94,77,97.277,0_28_28_4_4,0
95,78,97.265,0_28_28_16_64,0
96,88,97.254,0_7_28_4_1,0
97,79,97.233,0_28_28_64_16,0
98,80,97.21,0_28_28_16_1,0
99,81,97.19,0_28_28_4_1,0
100,82,97.182,0_28_28_4_64,0
101,83,97.082,0_28_28_256_4,0
102,84,97.076,0_28_28_16_16,0
103,85,97.055,0_28_28_256_64,0
104,86,97.049,0_28_28_4_16,0
105,87,96.874,0_28_28_64_1,0
106,148,93.79,1_7_7_16_1,0
107,115,93.786,1_7_28_256_64,0
108,147,93.782,1_7_7_256_1,0
109,1,93.746,1_7_7_256_16,0
110,6,93.742,1_7_7_64_16,0
111,156,93.727,1_7_28_256_1,0
112,11,93.718,1_7_7_64_4,0
113,104,93.715,1_7_28_256_16,0
114,12,93.704,1_7_7_256_64,0
115,14,93.697,1_7_7_4_64,0
116,111,93.694,1_7_28_256_4,0
117,110,93.656,1_7_28_64_16,0
118,10,93.634,1_7_7_16_16,0
119,157,93.631,1_7_28_64_1,0
120,149,93.619,1_7_7_4_1,0
121,9,93.604,1_7_7_16_64,0
122,145,93.603,1_7_7_64_1,0
123,155,93.596,1_7_28_16_1,0
124,118,93.595,1_7_28_4_4,0
125,8,93.593,1_7_7_16_4,0
126,105,93.584,1_7_28_16_4,0
127,159,93.556,1_7_28_4_1,0
128,7,93.547,1_7_7_256_4,0
130,15,93.545,1_7_7_4_4,0
129,117,93.545,1_7_28_4_64,0
131,106,93.537,1_7_28_1_16,0
132,107,93.526,1_7_28_16_16,0
133,108,93.52,1_7_28_64_4,0
134,109,93.519,1_7_28_64_64,0
135,116,93.493,1_7_28_4_16,0
136,112,93.486,1_7_28_16_64,0
137,13,93.458,1_7_7_4_16,0
138,2,93.453,1_7_7_64_64,0
139,3,93.391,1_7_7_1_4,0
140,146,93.371,1_7_7_1_1,0
141,158,93.34,1_7_28_1_1,0
142,4,93.325,1_7_7_1_16,0
