ActualRank,PolyRank,GFLOPS,Version,wins
143,113,93.268,1_7_28_1_64,0
144,5,93.252,1_7_7_1_64,0
145,114,93.231,1_7_28_1_4,0
146,142,91.305,2,0
147,144,91.227,4,0
148,143,91.171,5,0
149,134,90.697,0_28_7_1_64,0
150,135,90.692,0_28_7_1_1,0
151,64,90.545,0_28_28_1_16,0
152,65,90.503,0_28_28_1_64,0
154,136,90.485,0_28_7_1_4,0
153,137,90.485,0_28_7_1_16,0
155,66,90.411,0_28_28_1_4,0
156,67,90.388,0_28_28_1_1,0
157,139,90.195,0_7_7_1_64,0
158,71,90.185,0_7_28_1_64,0
159,68,90.132,0_7_28_1_1,0
160,140,90.126,0_7_7_1_1,0
161,70,90.084,0_7_28_1_16,0
162,141,90.074,0_7_7_1_4,0
163,69,89.877,0_7_28_1_4,0
164,138,89.805,0_7_7_1_16,0

