ActualRank,PolyRank,GFLOPS,Version,wins
1,83,2683,0_28_28_64_256,0
2,80,2670.3,0_28_28_4_1,0
3,85,2668.7,4,0
4,142,2665.7,0_28_28_64_4,0
5,86,2664.7,0_28_28_64_1,0
6,87,2663.3,0_28_28_64_16,0
7,90,2660.3,2,0
8,110,2658.3,1_28_28_16_1,0
9,92,2658.2,0_28_28_64_64,0
10,94,2656.4,0_28_28_4_256,0
11,116,2655.4,0_28_7_1_1,0
12,82,2655,0_28_28_16_16,0
13,81,2653.6,0_28_28_16_64,0
14,91,2650.9,0_28_28_4_64,0
15,93,2643,0_28_28_16_256,0
16,143,2641.7,0_28_28_16_4,0
17,111,2640.5,1_28_28_4_1,0
18,108,2639.8,1_28_28_1_1,0
19,71,2639.2,0_28_7_16_1,0
20,102,2634.2,0_7_28_16_1,0
21,101,2633.2,0_7_28_16_256,0
22,109,2631.5,1_28_28_64_1,0
23,84,2630.7,0_28_28_4_16,0
24,69,2630.6,0_28_7_64_1,0
25,88,2629.5,0_28_28_16_1,0
26,89,2628.4,0_28_28_1_1,0
27,95,2627.3,0_7_28_16_64,0
28,99,2625.9,0_7_28_4_1,0
29,98,2624,0_7_28_64_16,0
30,97,2622.8,0_7_28_1_1,0
31,121,2622.8,1_28_7_4_1,0
32,118,2622.1,1_28_7_16_1,0
33,96,2619.9,0_7_28_64_1,0
34,70,2619.6,0_28_7_4_1,0
35,147,2617,0_7_28_4_4,0
36,117,2612.8,0_7_7_1_1,0
37,103,2610.8,0_7_28_64_256,0
38,120,2610.2,1_28_7_64_1,0
39,144,2609.5,0_28_28_4_4,0
40,145,2605.2,0_7_28_64_4,0
41,119,2603.4,1_28_7_1_1,0
42,104,2602.8,0_7_28_64_64,0
43,74,2595.4,0_7_7_16_1,0
44,73,2592.5,0_7_7_64_1,0
45,105,2587.1,0_7_28_16_16,0
46,1,2583.9,0_28_7_64_256,0
47,37,2579.5,1_28_28_1_4,0
48,106,2579.4,0_7_28_4_16,0
49,2,2575.2,0_28_7_4_16,0
50,53,2575.1,0_28_7_4_4,0
51,3,2570.9,0_28_7_64_16,0
52,5,2564.8,0_28_7_4_256,0
53,6,2562.4,0_28_7_4_64,0
54,107,2560.4,0_7_28_4_256,0
55,7,2560.2,0_28_7_16_256,0
56,146,2559.7,0_7_28_16_4,0
57,35,2558.9,1_28_28_16_4,0
58,48,2558.8,1_28_7_16_4,0
59,52,2555.5,0_28_7_64_4,0
60,72,2552.2,0_7_7_4_1,0
61,47,2549.2,1_28_7_64_4,0
62,8,2548.4,0_28_7_16_64,0
63,51,2546.6,0_28_7_16_4,0
64,56,2546.1,0_7_7_4_4,0
65,36,2541.3,1_28_28_64_4,0
66,124,2538.8,1_7_7_64_1,0
67,12,2538.6,0_7_7_16_64,0
68,50,2537.7,1_28_7_4_4,0
69,54,2535.4,0_7_7_16_4,0
70,10,2533.7,0_7_7_4_64,0
71,123,2533.3,1_7_7_16_1,0
72,14,2532.5,0_7_7_16_256,0
73,15,2531.8,0_7_7_4_256,0
74,112,2531.7,1_7_28_16_1,0
75,9,2531.6,0_28_7_16_16,0
76,18,2531.4,0_7_7_64_16,0
77,17,2530.4,0_7_7_16_16,0
78,16,2529.2,0_7_7_64_256,0
79,4,2528.5,0_28_7_64_64,0
80,100,2526.5,0_7_28_4_64,0
81,55,2525.9,0_7_7_64_4,0
82,122,2524.6,1_7_7_1_1,0
83,49,2523,1_28_7_1_4,0
84,125,2522.8,1_7_7_4_1,0
85,115,2516.5,1_7_28_4_1,0
86,13,2515.3,0_7_7_4_16,0
87,38,2509.3,1_28_28_4_4,0
88,11,2501.3,0_7_7_64_64,0
89,114,2495.7,1_7_28_64_1,0
90,113,2483.3,1_7_28_1_1,0
91,150,2477.1,0_28_28_1_4,0
92,57,2459.7,1_7_7_64_4,0
93,148,2459.7,0_28_7_1_4,0
94,136,2459.4,1_28_28_1_16,0
95,26,2458.5,1_28_7_4_64,0
96,42,2453.5,1_7_28_4_4,0
97,160,2452.9,0_28_28_1_16,0
98,59,2449.2,1_7_7_16_4,0
99,39,2448.4,1_7_28_1_4,0
100,60,2448.3,1_7_7_4_4,0
101,40,2446.1,1_7_28_16_4,0
102,58,2441.4,1_7_7_1_4,0
103,41,2440.7,1_7_28_64_4,0
104,68,2435.4,1_28_28_4_64,0
105,29,2434.7,1_7_7_64_64,0
106,128,2432.7,1_7_28_16_256,0
107,76,2425.8,1_7_7_64_16,0
108,45,2419.8,1_28_7_1_16,0
109,33,2413.5,1_7_7_4_256,0
110,126,2397.4,1_7_28_64_64,0
111,79,2396,1_7_7_4_16,0
112,67,2395,1_28_28_4_256,0
113,65,2386.9,1_28_28_64_64,0
114,64,2384.7,1_28_28_16_256,0
115,133,2383.3,1_7_28_4_256,0
116,22,2382.8,1_28_7_1_256,0
117,21,2375.6,1_28_7_1_64,0
118,44,2370,1_28_7_64_16,0
119,61,2368.9,1_28_28_1_64,0
120,151,2359.5,0_7_28_1_4,0
121,25,2359.1,1_28_7_4_256,0
122,159,2357.8,0_28_28_1_64,0
123,62,2352,1_28_28_16_64,0
124,163,2351.9,0_7_28_1_256,0
125,20,2351.8,1_28_7_64_256,0
126,23,2345.3,1_28_7_16_256,0
127,149,2345.2,0_7_7_1_4,0
128,164,2341.8,5,0
129,135,2340.6,1_28_28_64_16,0
130,63,2338.5,1_28_28_1_256,0
131,134,2334.4,1_28_28_16_16,0
132,24,2334.1,1_28_7_64_64,0
133,153,2332.2,0_28_7_1_256,0
134,137,2328.1,1_28_28_4_16,0
135,46,2326.6,1_28_7_4_16,0
136,155,2325.8,0_7_7_1_16,0
137,162,2317,0_7_28_1_64,0
138,152,2315,0_28_7_1_64,0
139,19,2313.7,1_28_7_16_64,0
140,157,2313.1,0_7_7_1_64,0
141,75,2312.9,3,0
142,66,2308.9,1_28_28_64_256,0
143,43,2307.7,1_28_7_16_16,0
144,158,2301.3,0_28_28_1_256,0
145,154,2299.4,0_28_7_1_16,0
146,156,2288.4,0_7_7_1_256,0
147,161,2264.1,0_7_28_1_16,0
148,77,2246.9,1_7_7_16_16,0
149,132,2190.2,1_7_28_4_64,0
150,32,2175.5,1_7_7_16_256,0
151,31,2168.5,1_7_7_1_64,0
152,129,2165.8,1_7_28_16_64,0
153,130,2164.6,1_7_28_1_256,0
154,139,2164.2,1_7_28_16_16,0
155,34,2159.3,1_7_7_4_64,0
156,78,2142.8,1_7_7_1_16,0
157,30,2130.9,1_7_7_16_64,0
158,28,2127.9,1_7_7_1_256,0
159,27,2113.7,1_7_7_64_256,0
160,141,2087.9,1_7_28_4_16,0
161,140,2087.5,1_7_28_64_16,0
162,127,2077.7,1_7_28_64_256,0
163,131,2060.6,1_7_28_1_64,0
164,138,2039.3,1_7_28_1_16,0

