ActualRank,PolyRank,GFLOPS,Version,wins
1,8,2394.5,4,0
2,31,2205.4,0_7_7_4_64,0
3,33,2199.2,0_7_7_4_256,0
4,32,2198.9,0_7_7_4_16,0
5,13,2196.4,2,0
6,34,2196.2,0_7_7_1_4,0
7,38,2194,0_7_7_4_4,0
8,20,2193.9,0_7_7_64_1,0
9,25,2193.8,0_7_7_256_256,0
10,12,2193.3,0_7_7_16_256,0
11,24,2193.2,0_7_7_64_64,0
12,23,2192.7,0_7_7_1_1,0
13,22,2192.7,0_7_7_64_256,0
14,21,2192.6,0_7_7_16_16,0
15,6,2192.4,0_7_7_4_1,0
17,36,2192.3,0_7_7_256_4,0
16,19,2192.3,0_7_7_256_64,0
18,18,2192.2,0_7_7_16_64,0
19,17,2192.2,0_7_7_64_16,0
20,16,2192.1,0_7_7_256_1,0
21,35,2191.4,0_7_7_64_4,0
22,37,2190.1,0_7_7_16_4,0
23,15,2189.9,0_7_7_256_16,0
24,14,2187.7,0_7_7_16_1,0
25,11,2179.5,0_7_7_1_16,0
26,10,2178.6,0_7_7_1_64,0
27,9,2175,0_7_7_1_256,0
28,7,2064.2,5,0
29,2,1885.1,1_7_7_256_1,0
30,1,1885,1_7_7_64_1,0
31,5,1884,1_7_7_16_1,0
32,4,1882.3,1_7_7_4_1,0
33,3,1881.5,1_7_7_1_1,0
34,49,1618.1,1_7_7_256_256,0
35,48,1617.8,1_7_7_64_256,0
36,47,1617.7,1_7_7_256_64,0
37,43,1617.5,1_7_7_16_16,0
38,51,1617.4,1_7_7_4_256,0
40,53,1617.3,1_7_7_16_256,0
39,44,1617.3,1_7_7_64_64,0
41,41,1617.2,1_7_7_64_16,0
42,50,1616.9,1_7_7_4_64,0
43,52,1616.9,1_7_7_16_64,0
44,42,1616.7,1_7_7_4_16,0
45,45,1616.6,1_7_7_1_256,0
46,40,1616.4,1_7_7_256_16,0
47,46,1616.2,1_7_7_1_64,0
48,29,1616.2,1_7_7_4_4,0
50,27,1616,1_7_7_256_4,0
49,26,1616,1_7_7_64_4,0
51,30,1615.7,1_7_7_16_4,0
52,39,1615.5,1_7_7_1_16,0
53,28,1614.3,1_7_7_1_4,0
54,54,1604.6,3,0

