ActualRank,PolyRank,GFLOPS,Version,wins
1,18,2394.6,4,0
2,1,2386.4,0_7_7_4_16,0
3,2,2384.7,0_7_7_4_256,0
4,44,2383.6,0_7_7_4_4,0
5,3,2383.1,0_7_7_4_64,0
6,45,2379.3,0_7_7_1_4,0
7,37,2375,0_7_7_16_64,0
8,38,2373.4,0_7_7_16_256,0
9,23,2372.1,0_7_7_1_256,0
10,39,2371.9,0_7_7_16_16,0
11,40,2365.4,0_7_7_16_4,0
12,22,2363.8,0_7_7_1_16,0
13,42,2362.2,0_7_7_1024_4,0
14,17,2355.8,0_7_7_256_256,0
15,41,2355.7,0_7_7_64_4,0
16,15,2355.6,2,0
18,13,2355,0_7_7_1024_16,0
17,14,2355,0_7_7_256_16,0
19,12,2354.3,0_7_7_64_16,0
20,11,2354.1,0_7_7_64_256,0
21,10,2353.9,0_7_7_256_64,0
22,9,2352.2,0_7_7_256_1,0
23,8,2352.1,0_7_7_64_64,0
24,43,2351.6,0_7_7_256_4,0
25,19,2349,0_7_7_4_1,0
26,6,2348.2,0_7_7_64_1,0
27,20,2347.9,0_7_7_16_1,0
28,5,2346.5,0_7_7_1024_1,0
29,4,2345.1,0_7_7_1024_256,0
30,7,2338.6,0_7_7_1_1,0
31,16,2337.8,0_7_7_1024_64,0
32,21,2290.1,0_7_7_1_64,0
33,33,2108.9,1_7_7_1024_1,0
34,36,2103.2,1_7_7_64_1,0
35,31,2068.7,1_7_7_16_1,0
36,34,2051.7,1_7_7_256_1,0
37,35,2050.4,1_7_7_1_1,0
38,24,2046.5,5,0
39,32,2041.9,1_7_7_4_1,0
40,52,1615.8,3,0
41,61,1610.3,1_7_7_256_256,0
42,51,1610,1_7_7_64_16,0
43,60,1609.5,1_7_7_1024_64,0
44,59,1609.5,1_7_7_256_64,0
47,64,1609.3,1_7_7_64_256,0
45,62,1609.3,1_7_7_1024_256,0
46,48,1609.3,1_7_7_1024_16,0
48,63,1609.1,1_7_7_64_64,0
49,49,1608.9,1_7_7_256_16,0
50,54,1608.6,1_7_7_16_64,0
51,46,1608.1,1_7_7_16_16,0
52,53,1607.2,1_7_7_16_256,0
53,55,1606.9,1_7_7_4_64,0
54,47,1606.3,1_7_7_4_16,0
55,56,1605,1_7_7_4_256,0
56,57,1604.4,1_7_7_1_64,0
57,50,1604.3,1_7_7_1_16,0
58,58,1603.5,1_7_7_1_256,0
59,27,1587.7,1_7_7_1024_4,0
60,30,1587.4,1_7_7_64_4,0
61,28,1586.5,1_7_7_256_4,0
62,25,1585.8,1_7_7_16_4,0
63,26,1585,1_7_7_4_4,0
64,29,1581,1_7_7_1_4,0

