ActualRank,PolyRank,GFLOPS,Version,wins
1,1,1861.2,1_7_7_4_256,0
3,12,1851,1_7_7_16_16,0
2,142,1851,1_7_28_1_256,0
4,83,1847.7,1_7_28_64_4,0
5,141,1846.7,1_7_28_4_64,0
6,10,1846,1_7_7_16_64,0
7,86,1845.9,1_7_28_4_4,0
8,139,1845.2,1_7_28_64_16,0
9,99,1844.8,1_7_7_16_4,0
10,8,1843.1,1_7_7_4_16,0
11,7,1843,1_7_7_4_64,0
12,140,1841.3,1_7_28_1_16,0
13,144,1840.9,1_7_28_64_256,0
14,145,1840.2,1_7_28_4_16,0
15,146,1838.7,1_7_28_64_64,0
16,85,1836.2,1_7_28_1_4,0
17,147,1835.7,1_7_28_1_64,0
18,84,1823.3,1_7_28_16_4,0
19,143,1823.2,1_7_28_16_16,0
20,3,1822.9,1_7_7_1_64,0
21,4,1819.6,1_7_7_1_16,0
22,5,1816.5,1_7_7_64_256,0
23,6,1815.9,1_7_7_64_16,0
24,9,1815.2,1_7_7_1_256,0
25,101,1808.8,1_7_7_64_4,0
26,148,1804.8,1_7_28_4_256,0
28,149,1802.5,1_7_28_16_64,0
27,34,1802.5,1_28_7_16_16,0
29,150,1801.9,1_7_28_16_256,0
30,162,1800.7,1_28_28_1_16,0
31,39,1800.5,1_28_7_16_256,0
32,38,1800.5,1_28_7_16_64,0
33,91,1799.1,1_28_7_16_4,0
34,102,1798.7,1_7_7_4_4,0
35,36,1797.5,1_28_7_64_16,0
36,35,1796.8,1_28_7_64_64,0
37,11,1795.7,1_7_7_16_256,0
38,29,1795.1,1_28_7_1_64,0
40,92,1794.6,1_28_7_4_4,0
39,33,1794.6,1_28_7_4_256,0
41,93,1793.5,1_28_7_64_4,0
42,32,1792.4,1_28_7_4_16,0
43,31,1792.3,1_28_7_4_64,0
44,122,1792.2,0_28_28_64_16,0
45,161,1790.6,1_28_28_1_256,0
46,109,1790.3,0_28_28_16_16,0
47,121,1789.9,0_28_28_4_256,0
48,30,1789.8,1_28_7_1_256,0
50,108,1789.5,0_28_28_1_256,0
49,77,1789.5,1_28_28_1_4,0
51,160,1789.4,1_28_28_64_16,0
52,100,1788.3,1_7_7_1_4,0
53,120,1788.2,0_28_28_16_4,0
54,37,1784.3,1_28_7_1_16,0
55,78,1784.3,1_28_28_16_4,0
