ActualRank,PolyRank,GFLOPS,Version,wins
56,159,1783.6,1_28_28_16_16,0
57,2,1783.4,1_7_7_64_64,0
58,118,1783.2,0_28_28_1_64,0
59,158,1783,1_28_28_64_256,0
60,117,1782.5,0_28_28_16_256,0
61,75,1782.4,1_28_28_64_4,0
62,40,1782.4,1_28_7_64_256,0
63,115,1782.2,0_28_28_4_4,0
64,94,1781,1_28_7_1_4,0
65,155,1780.8,1_28_28_64_64,0
66,154,1778.9,1_28_28_16_64,0
67,76,1776.8,1_28_28_4_4,0
68,28,1775.8,0_28_7_4_256,0
69,111,1775.5,0_28_28_4_64,0
70,110,1774.4,0_28_28_64_4,0
71,107,1774.3,0_28_28_1_4,0
72,151,1772.6,1_28_28_4_256,0
73,15,1771.7,0_28_7_4_16,0
74,57,1771.4,5,0
75,152,1770.5,1_28_28_16_256,0
76,27,1768.2,0_28_7_16_64,0
77,153,1766.7,1_28_28_1_64,0
78,112,1764.7,0_28_28_4_16,0
79,113,1764.2,0_28_28_1_16,0
80,26,1763.9,0_28_7_4_64,0
81,25,1763.7,0_28_7_16_256,0
82,114,1762.7,0_28_28_64_64,0
83,24,1762.7,0_28_7_16_16,0
84,23,1762.6,0_28_7_64_16,0
85,22,1762.4,0_28_7_64_256,0
86,156,1761.5,1_28_28_4_64,0
87,116,1759.4,0_28_28_64_256,0
88,157,1758.6,1_28_28_4_16,0
89,21,1758.5,0_28_7_64_64,0
90,20,1758.1,0_28_7_64_4,0
91,58,1757.8,3,0
92,19,1756.8,0_28_7_16_4,0
93,119,1756.4,0_28_28_16_64,0
94,18,1755,0_28_7_1_64,0
95,17,1738.5,0_28_7_4_4,0
96,13,1731.8,0_28_7_1_256,0
97,14,1725.2,0_28_7_1_16,0
98,128,1716,0_7_28_16_4,0
99,46,1710.5,0_7_7_4_16,0
100,47,1710,0_7_7_1_256,0
101,55,1708.5,0_7_7_16_256,0
102,48,1706,0_7_7_16_4,0
103,49,1704.7,0_7_7_1_16,0
104,50,1703.9,0_7_7_16_64,0
105,51,1703,0_7_7_16_16,0
106,52,1702.8,0_7_7_1_64,0
107,53,1701.6,0_7_7_64_256,0
108,54,1701.5,0_7_7_64_4,0
109,41,1700.4,0_7_7_1_4,0
110,16,1699,0_28_7_1_4,0
111,56,1696.6,0_7_7_4_256,0
112,45,1692.9,0_7_7_64_64,0
113,130,1692.6,0_7_28_64_4,0
114,131,1692.1,0_7_28_1_64,0
115,44,1686.2,0_7_7_4_64,0
116,132,1686,0_7_28_1_256,0
117,133,1679.4,0_7_28_64_256,0
118,43,1678.6,0_7_7_4_4,0
119,134,1675.5,0_7_28_1_4,0
120,135,1675.2,0_7_28_1_16,0
121,136,1668,0_7_28_64_64,0
122,42,1666.1,0_7_7_64_16,0
123,137,1666,0_7_28_16_256,0
124,73,1663.7,1_28_28_1_1,0
125,66,1662.3,1_28_7_16_1,0
126,127,1661.9,0_7_28_4_64,0
127,138,1658.1,0_7_28_64_16,0
128,82,1657.5,0_28_28_64_1,0
129,81,1656.9,0_28_28_1_1,0
130,80,1655.5,0_28_28_16_1,0
131,65,1654.6,1_28_7_4_1,0
132,71,1653.8,1_28_28_16_1,0
133,98,1652.5,0_28_7_16_1,0
134,72,1652.3,1_28_28_4_1,0
135,163,1647.8,4,0
136,63,1646.7,1_28_7_1_1,0
137,125,1641.4,0_7_28_4_16,0
138,96,1640.8,0_28_7_64_1,0
139,64,1640,1_28_7_64_1,0
140,123,1639.6,0_7_28_16_64,0
141,61,1637,1_7_7_16_1,0
142,164,1632.5,2,0
143,124,1632.1,0_7_28_16_16,0
144,126,1631.2,0_7_28_4_4,0
145,79,1628.7,0_28_28_4_1,0
146,68,1622,1_7_28_4_1,0
147,95,1607.6,0_28_7_4_1,0
148,67,1607.2,1_7_28_1_1,0
149,105,1604.9,0_7_7_1_1,0
150,62,1604.7,1_7_7_64_1,0
151,129,1602.6,0_7_28_4_256,0
152,103,1601.6,0_7_7_16_1,0
153,60,1599.5,1_7_7_4_1,0
154,87,1599.3,0_7_28_4_1,0
155,74,1593.6,1_28_28_64_1,0
156,106,1587.8,0_7_7_4_1,0
157,88,1587.3,0_7_28_1_1,0
158,69,1585.3,1_7_28_64_1,0
159,104,1578.4,0_7_7_64_1,0
160,59,1577.4,1_7_7_1_1,0
161,90,1576.3,0_7_28_16_1,0
162,97,1574.2,0_28_7_1_1,0
163,89,1570,0_7_28_64_1,0
164,70,1567.3,1_7_28_16_1,0

