ActualRank,PolyRank,GFLOPS,Version,wins
1,7,99.224,0_7_7_1_4,0
2,6,99.174,0_7_7_1_64,0
3,8,99.066,0_7_7_1_16,0
4,9,98.988,0_7_7_1_256,0
5,3,98.906,0_7_7_4_4,0
6,4,98.691,0_7_7_4_16,0
7,5,98.644,0_7_7_4_256,0
8,2,98.628,0_7_7_4_64,0
9,17,98.587,4,0
10,16,98.194,2,0
11,18,97.392,0_7_7_1_1,0
12,1,96.766,5,0
13,19,96.074,0_7_7_4_1,0
14,23,95.528,0_7_7_1024_1,0
15,22,95.463,0_7_7_64_1,0
16,20,95.412,0_7_7_256_1,0
17,21,95.401,0_7_7_16_1,0
18,38,93.363,0_7_7_1024_4,0
19,36,93.362,0_7_7_16_16,0
20,34,93.339,0_7_7_64_16,0
21,33,93.329,0_7_7_64_4,0
22,37,93.307,0_7_7_1024_16,0
23,39,93.286,0_7_7_256_64,0
24,40,93.286,0_7_7_1024_64,0
25,41,93.276,0_7_7_64_256,0
26,42,93.241,0_7_7_16_4,0
27,43,93.216,0_7_7_256_256,0
28,44,93.197,0_7_7_16_64,0
29,45,93.176,0_7_7_256_16,0
30,46,93.144,0_7_7_256_4,0
31,32,93.14,0_7_7_1024_256,0
32,35,93.062,0_7_7_64_64,0
33,31,93.004,0_7_7_16_256,0
34,12,91.242,1_7_7_1024_1,0
35,10,91.109,1_7_7_16_1,0
36,15,91.074,1_7_7_64_1,0
37,13,90.919,1_7_7_1_1,0
38,11,90.713,1_7_7_4_1,0
39,14,90.501,1_7_7_256_1,0
40,24,74.605,3,0
41,28,67.073,1_7_7_1024_4,0
42,47,66.998,1_7_7_16_16,0
43,60,66.986,1_7_7_1024_16,0
44,25,66.935,1_7_7_16_4,0
45,59,66.929,1_7_7_1024_256,0
46,48,66.592,1_7_7_16_64,0
47,58,66.59,1_7_7_64_256,0
48,51,66.504,1_7_7_4_16,0
49,49,66.48,1_7_7_16_256,0
50,57,66.318,1_7_7_256_256,0
51,52,66.054,1_7_7_4_64,0
52,53,64.862,1_7_7_256_16,0
53,54,64.717,1_7_7_64_16,0
54,29,64.668,1_7_7_64_4,0
55,55,64.528,1_7_7_1_16,0
56,56,64.438,1_7_7_1024_64,0
57,27,64.422,1_7_7_256_4,0
58,50,64.414,1_7_7_4_256,0
59,26,64.373,1_7_7_4_4,0
60,30,64.361,1_7_7_1_4,0
61,61,64.263,1_7_7_64_64,0
62,62,64.243,1_7_7_256_64,0
63,63,64.22,1_7_7_1_64,0
64,64,64.202,1_7_7_1_256,0

