ActualRank,PolyRank,GFLOPS,Version,wins
1,18,2386.8,4,0
2,28,2360.2,0_7_7_16_1024,0
3,27,2360.2,2,0
4,26,2358.9,0_7_7_256_256,0
5,25,2358,0_7_7_16_256,0
6,24,2356.8,0_7_7_256_1,0
7,2,2354.9,0_7_7_256_4,0
8,23,2353.6,0_7_7_256_64,0
9,22,2352.8,0_7_7_256_1024,0
10,21,2352.5,0_7_7_64_1,0
11,20,2351.3,0_7_7_64_256,0
12,3,2351.1,0_7_7_64_4,0
14,42,2349.8,0_7_7_16_16,0
13,19,2349.8,0_7_7_64_1024,0
15,17,2349.7,0_7_7_64_64,0
16,43,2348.5,0_7_7_256_16,0
17,44,2347.9,0_7_7_64_16,0
18,16,2347.5,0_7_7_16_1,0
19,5,2346.6,0_7_7_4_4,0
20,15,2343.5,0_7_7_16_64,0
21,4,2342.4,0_7_7_16_4,0
22,30,2337.9,0_7_7_4_1,0
23,14,2335.8,0_7_7_1_1,0
24,47,2333.8,0_7_7_4_256,0
25,1,2332.6,0_7_7_1_4,0
26,48,2331.5,0_7_7_4_1024,0
27,41,2330.8,0_7_7_1_16,0
28,46,2326.7,0_7_7_4_64,0
29,45,2325.8,0_7_7_4_16,0
30,6,2300.1,0_7_7_1_256,0
31,7,2299.5,0_7_7_1_1024,0
32,8,2297.4,0_7_7_1_64,0
33,38,2136.8,1_7_7_256_1,0
34,36,2135.4,1_7_7_16_1,0
35,39,2135,1_7_7_64_1,0
36,40,2131.1,1_7_7_1_1,0
37,37,2124.8,1_7_7_4_1,0
38,31,1997.3,1_7_7_16_4,0
39,33,1996.8,1_7_7_64_4,0
40,34,1995.3,1_7_7_256_4,0
41,32,1989.4,1_7_7_4_4,0
42,35,1989.4,1_7_7_1_4,0
43,54,1609.4,3,0
44,56,1607.5,1_7_7_16_256,0
45,53,1607.2,1_7_7_256_64,0
46,55,1607,1_7_7_16_1024,0
49,59,1606.4,1_7_7_256_256,0
48,51,1606.4,1_7_7_64_64,0
47,62,1606.4,1_7_7_64_256,0
50,49,1606.1,1_7_7_16_64,0
51,60,1605.4,1_7_7_256_1024,0
52,61,1605.2,1_7_7_64_1024,0
53,50,1602.2,1_7_7_4_64,0
54,12,1601.1,1_7_7_256_16,0
55,11,1600.3,1_7_7_64_16,0
56,9,1600.2,1_7_7_16_16,0
57,63,1600.1,1_7_7_1_256,0
58,52,1600.1,1_7_7_1_64,0
59,57,1599.9,1_7_7_4_1024,0
60,64,1599,1_7_7_1_1024,0
61,58,1598.4,1_7_7_4_256,0
62,10,1596.8,1_7_7_4_16,0
63,13,1595.2,1_7_7_1_16,0
64,29,1539.4,5,0

