ActualRank,PolyRank,GFLOPS,Version,wins
96,125,99.199,0_28_28_256_4,0
97,162,99.049,0_7_7_4_1,0
98,96,99.028,1_28_28_64_1,0
99,76,99.015,0_7_7_4_64,0
100,149,99.012,0_28_7_1_1,0
101,88,98.993,1_28_7_256_1,0
102,87,98.961,1_28_7_64_1,0
103,97,98.905,1_28_28_256_1,0
104,77,98.853,0_7_7_4_16,0
105,86,98.848,1_28_7_1_1,0
106,99,98.842,1_28_28_16_1,0
108,89,98.838,1_28_7_16_1,0
107,78,98.838,0_7_7_4_4,0
109,73,98.838,0_28_7_4_4,0
110,95,98.816,1_28_28_4_1,0
111,74,98.797,0_28_7_4_16,0
112,98,98.796,1_28_28_1_1,0
113,75,98.772,0_28_7_4_64,0
114,85,98.753,1_28_7_4_1,0
115,82,98.706,0_7_28_4_16,0
116,107,98.632,0_28_7_256_1,0
117,83,98.573,0_7_28_4_64,0
118,84,98.437,0_7_28_4_4,0
119,106,98.408,0_28_7_64_1,0
120,80,98.2,0_28_28_4_4,0
121,105,98.141,0_28_7_16_1,0
122,161,98.132,0_28_7_4_1,0
123,79,98.074,0_28_28_4_64,0
124,81,97.946,0_28_28_4_16,0
125,44,97.881,1_7_7_64_64,0
126,156,97.85,1_7_28_16_4,0
127,63,97.847,1_7_28_16_64,0
128,70,97.84,1_7_28_256_64,0
129,118,97.833,1_7_7_256_4,0
130,46,97.827,1_7_7_256_16,0
131,47,97.808,1_7_7_64_16,0
132,38,97.808,1_7_7_16_16,0
133,116,97.8,1_7_7_16_4,0
134,72,97.796,1_7_28_64_64,0
135,120,97.792,1_7_7_64_4,0
136,158,97.789,1_7_28_256_4,0
137,67,97.759,1_7_28_256_16,0
138,71,97.751,1_7_28_64_16,0
139,39,97.708,1_7_7_16_64,0
140,45,97.687,1_7_7_256_64,0
141,160,97.472,1_7_28_64_4,0
142,64,97.345,1_7_28_16_16,0
143,159,97.238,1_7_28_1_4,0
144,69,97.184,1_7_28_1_64,0
145,119,97.075,1_7_7_1_4,0
146,48,97.069,1_7_7_1_64,0
147,68,97.044,1_7_28_1_16,0
148,49,96.964,1_7_7_1_16,0
149,157,96.945,1_7_28_4_4,0
150,117,96.908,1_7_7_4_4,0
151,66,96.882,1_7_28_4_64,0
152,43,96.881,1_7_7_4_16,0
153,65,96.807,1_7_28_4_16,0
154,42,96.728,1_7_7_4_64,0
155,104,94.281,1_7_28_256_1,0
156,93,94.151,1_7_7_64_1,0
157,100,94.068,1_7_28_16_1,0
158,90,94.023,1_7_7_16_1,0
159,102,94.002,1_7_28_64_1,0
160,92,93.946,1_7_7_256_1,0
161,94,93.919,1_7_7_1_1,0
162,103,93.791,1_7_28_1_1,0
163,101,93.468,1_7_28_4_1,0
164,91,93.288,1_7_7_4_1,0

