0_7_7_1_1,101.15,9,7,0,0,117544,2353168,0,0,17144,681472,945152,0
0_7_7_1_4,103.76,9,7,0,0,117544,1984528,0,0,17144,755720,1010688,0
0_7_7_1_16,103.39,9,7,0,0,117544,1984528,0,0,17144,755720,1010688,0
0_7_7_1_64,103.51,9,7,0,0,117544,1984528,0,0,17144,755720,1010688,0
0_7_7_1_256,103.26,9,7,0,0,117544,1984528,0,0,17144,755720,1010688,0
0_7_7_4_1,101.58,9,9,0,0,117544,2818064,0,0,17144,755712,945152,0
0_7_7_4_4,103.74,9,9,0,0,117544,3091472,0,0,17144,620544,1126400,0
0_7_7_4_16,103.69,9,9,0,0,117544,3091472,0,0,17144,620544,1126400,0
0_7_7_4_64,104.04,9,9,0,0,117544,3091472,0,0,17144,620544,1126400,0
0_7_7_4_256,103.65,9,9,0,0,117544,3091472,0,0,17144,620544,1126400,0
0_7_7_16_1,101.4,9,7,0,0,117544,2682896,0,0,17144,771072,945152,0
0_7_7_16_4,102.3,9,7,0,0,117544,3118096,0,0,17144,771080,1494528,0
0_7_7_16_16,101.94,9,7,0,0,117544,3118096,0,0,17144,771080,1494528,0
0_7_7_16_64,102.32,9,7,0,0,117544,3118096,0,0,17144,771080,1494528,0
0_7_7_16_256,102.22,9,7,0,0,117544,3118096,0,0,17144,771080,1494528,0
0_7_7_64_1,101.55,9,7,0,0,117544,2682896,0,0,17144,771072,945152,0
0_7_7_64_4,102.48,9,7,0,0,117544,3118096,0,0,17144,771080,1494528,0
0_7_7_64_16,102.32,9,7,0,0,117544,3118096,0,0,17144,771080,1494528,0
0_7_7_64_64,102,9,7,0,0,117544,3118096,0,0,17144,771080,1494528,0
0_7_7_64_256,101.87,9,7,0,0,117544,3118096,0,0,17144,771080,1494528,0
0_7_7_256_1,101.08,9,7,0,0,117544,2682896,0,0,17144,771072,945152,0
0_7_7_256_4,102.5,9,7,0,0,117544,3118096,0,0,17144,771080,1494528,0
0_7_7_256_16,102.08,9,7,0,0,117544,3118096,0,0,17144,771080,1494528,0
0_7_7_256_64,102.45,9,7,0,0,117544,3118096,0,0,17144,771080,1494528,0
0_7_7_256_256,102.28,9,7,0,0,117544,3118096,0,0,17144,771080,1494528,0
2,102.81,7,5,0,0,81192,2270224,0,0,17144,648704,945152,0
3,104.95,7,4,1,0,81192,1306640,1083392,0,17144,599040,1083392,0
4,102.91,7,5,0,0,81192,2270224,0,0,17144,648704,945152,0
5,101.82,7,5,0,0,81192,1772560,0,0,17144,701448,1010688,0
1_7_7_1_1,92.985,7,8,1,0,6248,1339920,1081088,0,4928,990280,1081088,0
1_7_7_1_4,98.085,7,11,0,0,6248,3231512,0,0,4928,988736,945152,0
1_7_7_1_16,98.192,7,9,0,0,6248,4698128,0,0,4928,558656,2153472,0
1_7_7_1_64,98.563,7,9,0,0,6248,4698128,0,0,4928,558656,2153472,0
1_7_7_1_256,98.475,7,9,0,0,6248,4698128,0,0,4928,558656,2153472,0
1_7_7_4_1,93.352,9,8,1,0,17456,1335504,1081088,0,14208,985864,1081088,0
1_7_7_4_4,98.627,9,11,0,0,17456,3227096,0,0,14208,984320,945152,0
1_7_7_4_16,98.156,9,9,0,0,17456,4693712,0,0,14208,554240,2153472,0
1_7_7_4_64,98.599,9,9,0,0,17456,4693712,0,0,14208,554240,2153472,0
1_7_7_4_256,98.162,9,9,0,0,17456,4693712,0,0,14208,554240,2153472,0
1_7_7_16_1,93.319,10,7,1,0,76776,1293840,1081088,0,25528,968200,1081088,0
1_7_7_16_4,98.948,10,10,0,0,76776,3185432,0,0,25528,966656,945152,0
1_7_7_16_16,99.277,10,8,0,0,76776,4652048,0,0,25528,536576,2153472,0
1_7_7_16_64,98.771,10,8,0,0,76776,4652048,0,0,25528,536576,2153472,0
1_7_7_16_256,99.306,10,8,0,0,76776,4652048,0,0,25528,536576,2153472,0
1_7_7_64_1,94.696,7,8,1,0,6248,1339920,1081088,0,4928,990280,1081088,0
1_7_7_64_4,99.259,7,11,0,0,6248,3231512,0,0,4928,988736,945152,0
1_7_7_64_16,98.821,7,9,0,0,6248,4698128,0,0,4928,558656,2153472,0
1_7_7_64_64,99.42,7,9,0,0,6248,4698128,0,0,4928,558656,2153472,0
1_7_7_64_256,98.757,7,9,0,0,6248,4698128,0,0,4928,558656,2153472,0
1_7_7_256_1,93.928,7,8,1,0,6248,1339920,1081088,0,4928,990280,1081088,0
1_7_7_256_4,99.225,7,11,0,0,6248,3231512,0,0,4928,988736,945152,0
1_7_7_256_16,99.369,7,9,0,0,6248,4698128,0,0,4928,558656,2153472,0
1_7_7_256_64,99.132,7,9,0,0,6248,4698128,0,0,4928,558656,2153472,0
1_7_7_256_256,99.188,7,9,0,0,6248,4698128,0,0,4928,558656,2153472,0
