ActualRank,PolyRank,GFLOPS,Version,wins
1,116,91.543,5,0
2,69,91.258,0_28_7_4_64,0
3,83,91.12,0_28_7_16_64,0
4,81,91.106,0_28_7_4_16,0
5,22,91.083,0_28_28_64_4,0
6,115,91.031,3,0
7,114,91.002,4,0
8,113,90.947,2,0
9,79,90.867,0_28_7_64_4,0
10,78,90.768,0_28_7_4_4,0
11,76,90.65,0_28_7_1_64,0
12,24,90.645,0_28_28_4_4,0
13,21,90.632,0_28_28_4_1,0
14,75,90.601,0_28_7_4_1,0
15,25,90.592,0_28_28_4_16,0
16,71,90.591,0_28_7_1_1,0
17,26,90.548,0_28_28_1_4,0
18,27,90.54,0_28_28_16_16,0
19,72,90.537,0_28_7_1_16,0
20,28,90.532,0_28_28_64_1,0
21,23,90.525,0_28_28_1_16,0
22,68,90.524,1_28_7_1_16,0
23,13,90.5,0_28_28_1_1,0
24,73,90.491,0_28_7_64_64,0
25,74,90.484,0_28_7_16_16,0
26,15,90.465,0_28_28_64_64,0
27,107,90.445,0_7_7_64_16,0
28,8,90.44,1_28_28_4_4,0
29,92,90.431,1_7_7_4_64,0
30,129,90.398,1_28_28_1_1,0
31,16,90.39,0_28_28_4_64,0
32,77,90.297,0_28_7_64_16,0
33,52,90.294,0_7_28_1_1,0
34,17,90.222,0_28_28_16_4,0
35,14,90.189,0_28_28_1_64,0
36,96,90.183,1_7_7_4_4,0
37,11,90.181,1_28_28_16_64,0
38,70,90.178,0_28_7_16_1,0
39,122,90.153,1_28_7_64_1,0
40,131,90.15,1_28_28_16_1,0
41,10,90.147,1_28_28_64_4,0
43,80,90.133,0_28_7_16_4,0
42,9,90.133,1_28_28_4_16,0
44,41,90.119,0_7_28_4_1,0
45,99,90.117,0_7_7_16_64,0
46,64,90.115,1_28_7_1_4,0
47,98,90.112,0_7_7_64_4,0
48,63,90.11,1_28_7_16_4,0
49,18,90.109,0_28_28_16_64,0
50,7,90.108,1_28_28_16_16,0
51,6,90.104,1_28_28_1_4,0
52,62,90.097,1_28_7_1_64,0
53,35,90.059,1_7_28_1_16,0
54,5,90.048,1_28_28_16_4,0
55,124,90.032,1_28_7_1_1,0
56,4,90.026,1_28_28_64_64,0
57,82,90.012,0_28_7_64_1,0
58,38,90.01,1_7_28_1_64,0
59,19,89.988,0_28_28_64_16,0
60,3,89.976,1_28_28_1_64,0
61,60,89.976,1_28_7_16_64,0
62,2,89.958,1_28_28_4_64,0
63,120,89.952,1_7_7_16_1,0
64,57,89.943,1_28_7_64_64,0
65,97,89.942,0_7_7_16_4,0
66,20,89.939,0_28_28_16_1,0
67,101,89.927,0_7_7_1_64,0
68,87,89.923,1_7_7_64_64,0
69,1,89.911,1_28_28_64_16,0
70,84,89.908,0_28_7_1_4,0
71,86,89.903,1_7_7_16_16,0
72,53,89.89,0_7_28_16_4,0
73,90,89.882,1_7_7_16_64,0
74,50,89.846,0_7_28_64_16,0
75,58,89.843,1_28_7_64_4,0
76,109,89.83,0_7_7_4_4,0
77,132,89.829,1_28_28_64_1,0
78,43,89.823,0_7_28_16_1,0
79,42,89.813,0_7_28_4_64,0
80,100,89.806,0_7_7_16_1,0
81,61,89.799,1_28_7_4_64,0
82,123,89.794,1_28_7_16_1,0
83,44,89.785,0_7_28_4_4,0
84,59,89.776,1_28_7_4_4,0
85,65,89.719,1_28_7_16_16,0
86,66,89.698,1_28_7_64_16,0
87,130,89.679,1_28_28_4_1,0
88,104,89.65,0_7_7_4_64,0
89,47,89.646,0_7_28_64_4,0
90,121,89.645,1_28_7_4_1,0
91,95,89.623,1_7_7_16_4,0
92,118,89.603,1_7_7_4_1,0
93,48,89.602,0_7_28_4_16,0
94,111,89.585,0_7_7_16_16,0
95,49,89.581,0_7_28_64_1,0
96,112,89.576,0_7_7_4_16,0
97,94,89.573,1_7_7_64_16,0
98,67,89.57,1_28_7_4_16,0
99,117,89.564,1_7_7_64_1,0
100,110,89.555,0_7_7_4_1,0
101,55,89.551,0_7_28_16_16,0
102,108,89.545,0_7_7_1_1,0
103,56,89.484,0_7_28_64_64,0
104,45,89.476,0_7_28_1_4,0
105,106,89.47,0_7_7_1_4,0
106,127,89.409,1_7_28_4_1,0
107,105,89.403,0_7_7_64_64,0
108,91,89.382,1_7_7_64_4,0
109,103,89.361,0_7_7_1_16,0
110,102,89.353,0_7_7_64_1,0
111,51,89.345,0_7_28_1_16,0
112,46,89.335,0_7_28_16_64,0
113,89,89.33,1_7_7_4_16,0
114,125,89.242,1_7_28_1_1,0
115,54,89.228,0_7_28_1_64,0
116,12,89,1_28_28_1_16,0
117,88,88.99,1_7_7_1_4,0
118,126,88.96,1_7_28_16_1,0
119,34,88.906,1_7_28_1_4,0
120,30,88.479,1_7_28_64_16,0
121,85,88.331,1_7_7_1_16,0
123,119,88.279,1_7_7_1_1,0
122,32,88.279,1_7_28_4_64,0
124,33,88.193,1_7_28_4_16,0
125,36,88.157,1_7_28_64_64,0
126,37,88.113,1_7_28_16_4,0
127,39,88.021,1_7_28_4_4,0
128,29,87.906,1_7_28_64_4,0
129,93,87.839,1_7_7_1_64,0
130,31,87.832,1_7_28_16_16,0
131,128,87.76,1_7_28_64_1,0
132,40,87.535,1_7_28_16_64,0

