ActualRank,PolyRank,GFLOPS,Version,wins
1,4,85.596,4,0
2,41,85.12,0_7_7_1024_4,0
3,17,85.113,0_7_7_1024_256,0
4,1,85.106,0_7_7_4_64,0
5,42,85.089,0_7_7_256_4,0
6,2,85.051,0_7_7_4_16,0
7,18,85.043,0_7_7_1024_64,0
8,16,85.011,2,0
9,3,84.998,0_7_7_4_256,0
10,15,84.997,0_7_7_256_256,0
11,14,84.921,0_7_7_64_256,0
12,13,84.911,0_7_7_1024_16,0
13,22,84.903,0_7_7_1_16,0
14,12,84.882,0_7_7_256_1,0
15,19,84.845,0_7_7_4_1,0
16,11,84.827,0_7_7_64_16,0
17,20,84.805,0_7_7_1_256,0
18,10,84.794,0_7_7_1024_1,0
19,9,84.774,0_7_7_256_16,0
20,43,84.684,0_7_7_64_4,0
21,8,84.661,0_7_7_64_64,0
22,21,84.607,0_7_7_1_64,0
23,23,84.571,0_7_7_16_1,0
24,7,84.526,0_7_7_256_64,0
25,39,84.491,0_7_7_16_64,0
26,38,84.479,0_7_7_16_16,0
27,6,84.457,0_7_7_64_1,0
28,40,84.453,0_7_7_4_4,0
29,44,84.425,0_7_7_1_4,0
30,37,84.416,0_7_7_16_256,0
31,45,84.4,0_7_7_16_4,0
32,5,84.058,0_7_7_1_1,0
33,25,79.247,1_7_7_16_1,0
34,29,79.047,1_7_7_1_1,0
35,30,75.523,1_7_7_64_1,0
36,28,75.5,1_7_7_256_1,0
37,26,75.394,1_7_7_4_1,0
38,27,75.229,1_7_7_1024_1,0
39,24,74.52,5,0
40,52,52.989,3,0
41,51,52.726,1_7_7_64_16,0
42,58,52.718,1_7_7_256_256,0
43,49,52.696,1_7_7_1024_16,0
44,62,52.694,1_7_7_256_64,0
45,48,52.686,1_7_7_256_16,0
46,61,52.685,1_7_7_1024_64,0
47,53,52.668,1_7_7_16_256,0
48,60,52.636,1_7_7_1024_256,0
49,64,52.62,1_7_7_64_64,0
50,54,52.569,1_7_7_16_64,0
51,59,52.566,1_7_7_1_256,0
52,55,52.55,1_7_7_4_64,0
53,63,52.536,1_7_7_64_256,0
54,57,52.532,1_7_7_1_64,0
55,47,52.523,1_7_7_4_16,0
56,46,52.522,1_7_7_16_16,0
57,50,52.437,1_7_7_1_16,0
58,56,52.427,1_7_7_4_256,0
59,35,52.301,1_7_7_256_4,0
60,34,52.288,1_7_7_1024_4,0
61,36,52.281,1_7_7_64_4,0
62,33,52.167,1_7_7_1_4,0
63,31,52.133,1_7_7_16_4,0
64,32,51.97,1_7_7_4_4,0

