ActualRank,PolyRank,GFLOPS,Version,wins
1,8,85.585,4,0
2,12,79.605,0_7_7_256_256,0
3,20,79.563,0_7_7_16_64,0
4,21,79.558,0_7_7_1_1,0
5,23,79.509,0_7_7_64_16,0
6,34,79.469,0_7_7_1_4,0
7,24,79.385,0_7_7_16_1,0
8,38,79.379,0_7_7_4_4,0
9,35,79.37,0_7_7_64_4,0
10,36,79.368,0_7_7_256_4,0
11,31,79.346,0_7_7_4_16,0
12,22,79.302,0_7_7_256_1,0
13,6,79.289,0_7_7_4_1,0
14,19,79.285,0_7_7_64_64,0
15,18,79.284,2,0
16,17,79.257,0_7_7_64_256,0
17,25,79.254,0_7_7_256_64,0
18,37,79.253,0_7_7_16_4,0
19,16,79.239,0_7_7_256_16,0
20,15,79.223,0_7_7_64_1,0
21,14,79.212,0_7_7_16_16,0
22,33,79.194,0_7_7_4_64,0
23,32,79.185,0_7_7_4_256,0
24,11,79.158,0_7_7_1_256,0
25,13,79.148,0_7_7_16_256,0
26,10,79.057,0_7_7_1_64,0
27,9,78.786,0_7_7_1_16,0
28,7,73.935,5,0
29,5,63.297,1_7_7_16_1,0
30,4,62.834,1_7_7_4_1,0
31,3,62.5,1_7_7_256_1,0
32,2,62.398,1_7_7_1_1,0
33,1,62.297,1_7_7_64_1,0
34,48,53.258,1_7_7_256_64,0
35,29,53.162,1_7_7_4_4,0
36,43,53.146,1_7_7_16_16,0
37,39,53.14,1_7_7_1_16,0
38,51,53.138,1_7_7_4_64,0
39,52,53.105,1_7_7_16_64,0
40,45,52.845,1_7_7_64_64,0
41,41,52.755,1_7_7_256_16,0
42,42,52.684,1_7_7_4_16,0
43,44,52.623,1_7_7_1_64,0
44,30,52.613,1_7_7_16_4,0
45,26,52.576,1_7_7_256_4,0
46,46,52.48,1_7_7_64_256,0
47,28,52.452,1_7_7_64_4,0
48,50,52.447,1_7_7_4_256,0
49,53,52.39,1_7_7_16_256,0
50,40,52.354,1_7_7_64_16,0
51,47,52.341,1_7_7_256_256,0
52,27,52.321,1_7_7_1_4,0
53,49,52.319,1_7_7_1_256,0
54,54,52.315,3,0

