ActualRank,PolyRank,GFLOPS,Version,wins
1,90,98.891,4,0
2,37,98.881,1_28_28_4_64,0
3,137,98.88,1_28_28_4_16,0
4,24,98.867,1_28_7_16_256,0
5,32,98.854,1_28_28_16_256,0
6,31,98.822,1_28_28_64_64,0
7,25,98.819,1_28_7_4_64,0
8,38,98.817,1_28_28_4_256,0
9,122,98.794,1_28_7_16_16,0
10,26,98.793,1_28_7_4_256,0
11,43,98.776,3,0
12,33,98.759,1_28_28_16_64,0
13,123,98.758,1_28_7_4_16,0
14,35,98.747,1_28_28_1_64,0
15,34,98.729,1_28_28_64_256,0
16,89,98.728,0_28_28_16_256,0
17,20,98.699,1_28_7_1_256,0
18,21,98.691,1_28_7_64_64,0
19,121,98.686,1_28_7_1_16,0
20,88,98.682,0_28_28_64_256,0
21,87,98.674,0_28_28_16_64,0
22,84,98.652,0_28_28_4_64,0
23,82,98.625,0_28_28_64_1,0
24,143,98.619,0_28_28_4_4,0
25,134,98.617,1_28_28_16_16,0
26,30,98.616,1_28_28_1_256,0
27,83,98.61,0_28_28_64_64,0
28,85,98.591,0_28_28_16_1,0
29,118,98.578,0_28_7_1_1,0
30,120,98.572,1_28_7_64_16,0
31,86,98.56,0_28_28_64_16,0
32,144,98.557,0_28_28_16_4,0
33,91,98.543,0_28_28_4_256,0
35,19,98.532,1_28_7_64_256,0
34,92,98.532,0_28_28_16_16,0
36,1,98.52,0_28_7_4_16,0
37,135,98.519,1_28_28_64_16,0
38,2,98.51,0_28_7_4_64,0
39,136,98.492,1_28_28_1_16,0
40,142,98.475,0_28_28_64_4,0
41,22,98.469,1_28_7_1_64,0
42,23,98.444,1_28_7_16_64,0
43,93,98.439,2,0
44,3,98.422,0_28_7_16_64,0
45,4,98.421,0_28_7_16_256,0
46,5,98.416,0_28_7_4_256,0
47,94,98.373,0_28_28_1_1,0
48,6,98.366,0_28_7_64_16,0
49,7,98.326,0_28_7_64_64,0
50,77,98.324,1_28_7_4_1,0
51,8,98.316,0_28_7_64_256,0
52,62,98.311,0_28_7_4_1,0
53,60,98.3,0_28_7_16_1,0
54,9,98.269,0_28_7_16_16,0
56,95,98.259,0_28_28_4_1,0
55,61,98.259,0_28_7_64_1,0
57,16,98.234,0_7_7_16_64,0
58,66,98.206,1_28_28_4_1,0
59,14,98.163,0_7_7_4_16,0
60,13,98.136,0_7_7_64_256,0
61,17,98.108,0_7_7_16_256,0
62,74,98.097,1_28_7_16_1,0
63,76,98.095,1_28_7_64_1,0
64,75,98.092,1_28_7_1_1,0
65,96,98.064,0_28_28_4_16,0
66,63,98.038,1_28_28_64_1,0
67,15,98.024,0_7_7_64_16,0
68,18,98,0_7_7_4_256,0
69,10,97.998,0_7_7_16_16,0
70,117,97.992,0_7_28_4_1,0
72,146,97.986,0_7_28_16_4,0
71,116,97.986,0_7_28_16_16,0
73,115,97.976,0_7_28_16_256,0
74,65,97.974,1_28_28_16_1,0
75,12,97.94,0_7_7_64_64,0
76,11,97.935,0_7_7_4_64,0
77,114,97.885,0_7_28_16_64,0
78,111,97.863,0_7_28_1_1,0
79,108,97.845,0_7_28_64_256,0
80,64,97.825,1_28_28_1_1,0
81,145,97.796,0_7_28_4_4,0
82,107,97.791,0_7_28_4_16,0
83,105,97.777,0_7_28_16_1,0
84,109,97.758,0_7_28_64_16,0
85,110,97.73,0_7_28_4_256,0
86,112,97.59,0_7_28_4_64,0
87,113,97.568,0_7_28_64_1,0
88,147,97.567,0_7_28_64_4,0
89,119,97.488,0_7_7_1_1,0
90,106,97.437,0_7_28_64_64,0
91,70,97.404,0_7_7_64_1,0
92,71,97.327,0_7_7_16_1,0
93,53,97.277,1_28_7_1_4,0
94,72,97.265,0_7_7_4_1,0
95,36,97.187,1_28_28_4_4,0
96,28,97.172,1_28_28_64_4,0
97,27,97.142,1_28_28_16_4,0
98,52,97.11,1_28_7_16_4,0
99,124,97.092,0_28_7_16_4,0
100,55,97.082,1_28_7_4_4,0
101,125,97.065,0_28_7_64_4,0
102,29,97.062,1_28_28_1_4,0
103,54,96.931,1_28_7_64_4,0
104,126,96.844,0_28_7_4_4,0
105,129,96.755,0_7_7_16_4,0
106,128,96.692,0_7_7_4_4,0
107,127,96.435,0_7_7_64_4,0
108,141,95.071,1_7_28_4_16,0
109,102,95.049,1_7_28_16_64,0
110,138,94.969,1_7_28_16_16,0
111,101,94.908,1_7_28_16_256,0
112,133,94.902,1_7_7_4_16,0
113,132,94.899,1_7_7_16_16,0
114,100,94.897,1_7_28_64_64,0
115,140,94.883,1_7_28_64_16,0
116,45,94.825,1_7_7_16_64,0
117,103,94.807,1_7_28_4_256,0
118,51,94.755,1_7_7_4_64,0
119,131,94.724,1_7_7_64_16,0
120,44,94.711,1_7_7_16_256,0
121,49,94.708,1_7_7_64_256,0
122,48,94.705,1_7_7_1_64,0
123,139,94.666,1_7_28_1_16,0
124,47,94.649,1_7_7_64_64,0
125,97,94.575,1_7_28_1_64,0
126,130,94.551,1_7_7_1_16,0
127,50,94.521,1_7_7_4_256,0
128,98,94.466,1_7_28_1_256,0
129,99,94.411,1_7_28_64_256,0
130,46,94.222,1_7_7_1_256,0
131,79,93.864,1_7_7_16_1,0
132,78,93.835,1_7_7_64_1,0
133,150,93.832,0_28_28_1_4,0
134,69,93.829,1_7_28_1_1,0
135,68,93.795,1_7_28_64_1,0
136,148,93.793,0_28_7_1_4,0
137,104,93.672,1_7_28_4_64,0
138,160,93.493,0_28_28_1_256,0
139,67,93.403,1_7_28_16_1,0
140,80,93.354,1_7_7_1_1,0
141,81,93.253,1_7_7_4_1,0
142,73,93.093,1_7_28_4_1,0
143,159,93.086,0_28_28_1_64,0
144,158,92.982,0_28_28_1_16,0
145,41,92.814,1_7_28_64_4,0
146,42,92.753,1_7_28_4_4,0
147,40,92.579,1_7_28_16_4,0
148,164,92.543,5,0
149,151,92.533,0_7_28_1_4,0
150,59,92.531,1_7_7_4_4,0
151,149,92.502,0_7_7_1_4,0
152,56,92.435,1_7_7_16_4,0
153,153,92.345,0_28_7_1_16,0
154,154,92.343,0_28_7_1_256,0
155,57,92.332,1_7_7_1_4,0
156,58,92.275,1_7_7_64_4,0
157,39,91.932,1_7_28_1_4,0
158,161,91.908,0_7_28_1_256,0
159,162,91.822,0_7_28_1_16,0
160,156,91.41,0_7_7_1_64,0
161,163,91.366,0_7_28_1_64,0
162,152,91.216,0_28_7_1_64,0
163,155,90.874,0_7_7_1_256,0
164,157,90.551,0_7_7_1_16,0

