ActualRank,PolyRank,GFLOPS,Version,wins
1,21,2406,4,0
2,22,2384.1,2,0
3,38,2381.2,0_7_7_1024_4,0
4,20,2377.8,0_7_7_64_1,0
5,42,2377.5,0_7_7_1_4,0
6,19,2376.9,0_7_7_64_1024,0
7,39,2375.4,0_7_7_64_4,0
8,51,2375.2,0_7_7_4_256,0
9,18,2374.6,0_7_7_1024_64,0
10,37,2373.6,0_7_7_4_4,0
11,17,2373.4,0_7_7_64_64,0
12,40,2372.6,0_7_7_16_4,0
13,55,2372.6,0_7_7_16_16,0
14,15,2372.4,0_7_7_16_1,0
15,14,2371.9,0_7_7_1024_1024,0
16,13,2371.5,0_7_7_16_1024,0
17,12,2370.9,0_7_7_256_1,0
18,50,2370.8,0_7_7_4_64,0
19,54,2370.4,0_7_7_64_16,0
20,9,2370.1,0_7_7_256_64,0
21,8,2369.9,0_7_7_256_256,0
22,7,2369.8,0_7_7_1024_1,0
23,49,2369.4,0_7_7_4_1024,0
24,5,2369.3,0_7_7_256_1024,0
25,52,2368.9,0_7_7_256_16,0
26,6,2368.8,0_7_7_16_256,0
27,53,2368.1,0_7_7_1024_16,0
28,10,2367.6,0_7_7_1024_256,0
29,41,2366,0_7_7_256_4,0
30,11,2364.8,0_7_7_64_256,0
31,4,2364.7,0_7_7_1_1,0
32,16,2364.5,0_7_7_16_64,0
33,23,2359.7,0_7_7_4_1,0
34,56,2357.2,0_7_7_1_16,0
35,3,2355.3,0_7_7_1_256,0
36,2,2354.3,0_7_7_1_1024,0
37,1,2354,0_7_7_1_64,0
38,57,2332.3,0_7_7_4_16,0
39,31,2197.1,1_7_7_16_1,0
40,36,2193.9,1_7_7_256_1,0
41,35,2192.4,1_7_7_1024_1,0
42,34,2191.5,1_7_7_64_1,0
43,32,2183,1_7_7_4_1,0
44,33,2182.9,1_7_7_1_1,0
45,25,2062.8,1_7_7_16_4,0
46,29,2058.2,1_7_7_64_4,0
47,28,2057.8,1_7_7_256_4,0
48,27,2056.8,1_7_7_1024_4,0
49,26,2053.6,1_7_7_4_4,0
50,30,2049.7,1_7_7_1_4,0
51,64,1627.7,3,0
52,76,1622.9,1_7_7_1024_256,0
53,75,1622.6,1_7_7_256_256,0
54,74,1622.4,1_7_7_64_256,0
55,60,1622.3,1_7_7_64_64,0
56,66,1622.2,1_7_7_16_256,0
57,61,1622,1_7_7_1024_64,0
59,70,1621.8,1_7_7_1024_1024,0
58,71,1621.8,1_7_7_64_1024,0
60,63,1621.7,1_7_7_256_64,0
61,69,1621.6,1_7_7_256_1024,0
62,58,1621.5,1_7_7_16_64,0
63,65,1621.2,1_7_7_16_1024,0
64,59,1618.7,1_7_7_4_64,0
65,45,1617.2,1_7_7_1024_16,0
67,46,1616.7,1_7_7_256_16,0
66,43,1616.7,1_7_7_16_16,0
68,67,1616.6,1_7_7_4_256,0
69,62,1616.2,1_7_7_1_64,0
70,47,1616,1_7_7_64_16,0
71,72,1615.8,1_7_7_1_1024,0
73,68,1615.6,1_7_7_4_1024,0
72,73,1615.6,1_7_7_1_256,0
74,44,1614.1,1_7_7_4_16,0
75,48,1610.9,1_7_7_1_16,0
76,24,1541.9,5,0

