ActualRank,PolyRank,GFLOPS,Version,wins
1,70,2848.7,0_7_7_1_16,0
2,72,2848.7,0_7_7_1_64,0
3,69,2837.3,0_28_7_1_64,0
4,78,2822.9,0_7_28_1_4,0
5,56,2819.3,5,0
6,68,2814.1,0_28_7_1_4,0
7,77,2809.6,0_7_28_1_64,0
8,75,2802.1,0_28_28_1_4,0
9,35,2801.9,0_7_7_4_16,0
10,71,2801.4,0_7_7_1_4,0
11,36,2800.5,0_7_7_16_4,0
12,37,2800.4,0_7_7_64_16,0
13,40,2797.5,0_7_7_16_64,0
14,41,2795.9,0_7_7_256_4,0
15,42,2795.6,0_7_7_256_64,0
16,21,2794.8,0_28_7_256_16,0
17,43,2792.6,0_7_7_16_16,0
18,27,2790.9,0_28_7_64_4,0
19,28,2790.7,0_28_7_256_64,0
20,25,2790.1,0_28_7_4_64,0
21,34,2790,0_7_7_64_64,0
22,38,2789.4,0_7_7_256_16,0
23,39,2789.2,0_7_7_4_4,0
24,32,2789.1,0_28_7_64_64,0
25,31,2788.7,0_28_7_16_64,0
26,30,2787.8,0_28_7_256_4,0
27,44,2787.4,0_7_7_64_4,0
28,33,2786.4,0_7_7_4_64,0
29,29,2785.2,0_28_7_4_16,0
30,4,2781.9,1_28_7_64_64,0
31,67,2780,0_28_7_1_16,0
32,26,2779.9,0_28_7_64_16,0
33,5,2779.6,1_28_7_16_64,0
34,54,2779.4,1_28_28_64_16,0
35,53,2779.4,1_28_28_64_64,0
36,24,2779.1,0_28_7_4_4,0
37,55,2778.7,3,0
38,100,2777.9,1_28_28_64_4,0
39,76,2777.1,0_7_28_1_16,0
40,118,2777,1_28_7_256_4,0
41,51,2776.4,1_28_28_256_64,0
42,23,2776.3,0_28_7_16_16,0
43,22,2776.2,0_28_7_16_4,0
44,103,2775.8,1_28_28_256_4,0
45,7,2775.7,1_28_7_256_16,0
46,8,2775.2,1_28_7_16_16,0
47,9,2774.2,1_28_7_1_16,0
48,46,2773.8,1_28_28_4_64,0
50,120,2773.3,1_28_7_64_4,0
49,99,2773.3,1_28_28_4_4,0
52,45,2772.9,1_28_28_4_16,0
51,102,2772.9,1_28_28_16_4,0
53,6,2772.7,1_28_7_1_64,0
54,48,2772.6,1_28_28_256_16,0
55,117,2772.6,1_28_7_4_4,0
56,121,2772.4,1_28_7_1_4,0
57,1,2772.3,1_28_7_4_16,0
58,119,2772.1,1_28_7_16_4,0
59,2,2771.9,1_28_7_4_64,0
60,10,2771.5,1_28_7_64_16,0
61,3,2768.2,1_28_7_256_64,0
62,74,2767.7,0_28_28_1_16,0
63,47,2767,1_28_28_16_64,0
64,49,2766.8,1_28_28_1_16,0
65,50,2766.5,1_28_28_1_64,0
66,101,2765.9,1_28_28_1_4,0
67,73,2755.7,0_28_28_1_64,0
68,52,2754,1_28_28_16_16,0
69,83,2704.3,1_28_28_64_1,0
70,82,2694.5,1_28_28_256_1,0
71,92,2690.3,1_28_7_64_1,0
72,157,2688.4,0_7_28_256_1,0
73,156,2688,0_7_28_256_16,0
74,155,2687.2,0_7_28_256_4,0
75,154,2686.4,0_7_28_4_16,0
76,153,2686.3,0_7_28_256_64,0
77,145,2685.1,0_7_28_16_1,0
78,152,2684.7,0_7_28_64_1,0
79,91,2684.5,1_28_7_256_1,0
80,90,2684.1,1_28_7_1_1,0
81,122,2682.9,4,0
82,148,2682.8,0_7_28_4_4,0
83,147,2682.5,0_7_28_4_64,0
84,146,2681.8,0_7_28_16_4,0
85,79,2681.4,1_28_28_4_1,0
86,141,2681.4,0_7_28_4_1,0
87,151,2681.1,0_7_28_1_1,0
88,139,2680.9,0_28_28_16_16,0
89,123,2680.6,0_28_28_16_1,0
90,144,2680.5,0_7_28_64_4,0
91,138,2680.3,0_28_28_64_16,0
93,143,2680.1,0_7_28_64_16,0
94,93,2680.1,1_28_7_16_1,0
92,137,2680.1,0_28_28_64_64,0
95,135,2679.6,0_28_28_1_1,0
96,134,2679.1,0_28_28_256_64,0
97,133,2679.1,0_28_28_256_4,0
98,132,2678,0_28_28_4_1,0
99,142,2677.9,0_7_28_16_16,0
100,131,2677.8,0_28_28_64_1,0
101,130,2677.7,0_28_28_4_64,0
102,129,2677.6,0_28_28_16_4,0
103,128,2677.3,0_28_28_4_16,0
104,127,2676.6,0_28_28_256_16,0
105,126,2676.6,0_28_28_4_4,0
106,89,2675.4,1_28_7_4_1,0
107,125,2675.4,0_28_28_64_4,0
108,163,2674.7,0_28_7_1_1,0
109,164,2674.5,0_7_7_1_1,0
110,81,2671.5,1_28_28_1_1,0
111,124,2670.8,0_28_28_16_64,0
112,109,2670.7,0_28_7_4_1,0
113,150,2670.4,0_7_28_16_64,0
114,111,2670,0_28_7_256_1,0
115,149,2669.9,0_7_28_64_64,0
116,112,2669.2,0_28_7_16_1,0
117,136,2666.6,0_28_28_256_1,0
118,110,2666.3,0_28_7_64_1,0
119,80,2666.1,1_28_28_16_1,0
120,140,2665.8,2,0
121,115,2662.9,0_7_7_256_1,0
122,114,2650.2,0_7_7_4_1,0
123,113,2648.8,0_7_7_64_1,0
124,116,2645.5,0_7_7_16_1,0
125,106,2644.1,1_7_28_64_4,0
126,19,2643.8,1_7_7_4_64,0
127,161,2643.6,1_7_7_16_4,0
129,58,2643.1,1_7_28_64_16,0
128,57,2643.1,1_7_28_256_16,0
130,107,2642.7,1_7_28_16_4,0
131,162,2642.7,1_7_7_4_4,0
132,108,2642.3,1_7_28_4_4,0
133,62,2642.2,1_7_28_16_16,0
135,17,2642.1,1_7_7_256_64,0
136,60,2642.1,1_7_28_16_64,0
134,61,2642.1,1_7_28_64_64,0
137,59,2642,1_7_28_256_64,0
138,20,2641.9,1_7_7_4_16,0
139,11,2641.7,1_7_7_64_16,0
140,158,2641.7,1_7_7_64_4,0
141,66,2640.8,1_7_28_4_64,0
142,12,2640.2,1_7_7_64_64,0
143,65,2640,1_7_28_4_16,0
144,160,2639.9,1_7_7_256_4,0
145,18,2639.5,1_7_7_16_16,0
146,13,2638.1,1_7_7_256_16,0
147,15,2636.6,1_7_7_16_64,0
148,104,2635.9,1_7_28_256_4,0
149,63,2632.9,1_7_28_1_16,0
150,159,2627.9,1_7_7_1_4,0
151,16,2626.8,1_7_7_1_64,0
152,14,2625.9,1_7_7_1_16,0
153,64,2624.5,1_7_28_1_64,0
154,105,2623.1,1_7_28_1_4,0
155,84,2529.4,1_7_28_256_1,0
156,88,2527.2,1_7_28_4_1,0
157,98,2527.1,1_7_7_4_1,0
158,97,2526.7,1_7_7_16_1,0
159,96,2526.5,1_7_7_64_1,0
160,85,2526.2,1_7_28_64_1,0
161,86,2525.9,1_7_28_16_1,0
162,95,2524.2,1_7_7_256_1,0
163,94,2519.6,1_7_7_1_1,0
164,87,2519,1_7_28_1_1,0

