ActualRank,PolyRank,GFLOPS,Version,wins
89,133,98.381,0_7_28_4_1,0
90,88,98.359,0_28_7_4_1,0
91,16,98.331,1_28_28_64_1,0
92,89,98.292,0_28_7_256_1,0
93,115,98.264,0_28_28_64_16,0
94,141,98.216,0_7_7_1_1,0
95,197,98.2,0_28_28_256_4,0
96,116,98.196,0_28_28_4_1,0
97,114,98.191,0_28_28_64_1,0
98,113,98.18,0_28_28_4_256,0
99,112,98.082,0_28_28_16_16,0
100,14,98.015,1_28_28_256_1,0
101,103,97.979,0_28_28_256_16,0
102,102,97.968,0_28_28_4_16,0
103,140,97.92,0_28_7_1_1,0
104,101,97.886,0_28_28_256_64,0
105,195,97.817,0_28_28_16_4,0
106,86,97.784,0_28_7_64_1,0
107,90,97.743,0_7_7_4_1,0
108,24,97.729,1_28_7_64_1,0
109,92,97.712,0_7_7_256_1,0
110,22,97.666,1_28_7_4_1,0
111,91,97.624,0_7_7_64_1,0
112,25,97.498,1_28_7_256_1,0
113,176,97.489,1_7_28_16_16,0
114,179,97.451,1_7_28_4_16,0
115,143,97.446,1_7_7_16_256,0
116,171,97.44,1_7_7_64_16,0
117,87,97.437,0_28_7_16_1,0
118,41,97.433,1_7_28_4_64,0
119,43,97.415,0_28_7_16_64,0
120,144,97.401,1_7_7_256_64,0
121,32,97.4,1_7_28_16_64,0
122,175,97.392,1_7_28_64_16,0
123,146,97.39,1_7_7_64_256,0
124,150,97.382,1_7_7_4_64,0
125,35,97.374,1_7_28_16_256,0
126,178,97.362,1_7_28_256_16,0
127,37,97.356,1_7_28_256_64,0
128,40,97.342,1_7_28_4_256,0
129,38,97.341,1_7_28_64_256,0
131,48,97.323,0_28_7_16_16,0
130,149,97.323,1_7_7_64_64,0
132,151,97.322,1_7_7_4_256,0
133,39,97.319,1_7_28_64_64,0
134,50,97.317,0_28_7_4_64,0
135,51,97.309,0_28_7_16_256,0
136,172,97.308,1_7_7_256_16,0
137,33,97.266,1_7_28_256_256,0
138,170,97.26,1_7_7_16_16,0
139,174,97.25,1_7_7_4_16,0
140,42,97.25,0_28_7_256_64,0
142,46,97.207,0_28_7_256_16,0
141,142,97.207,1_7_7_256_256,0
143,53,97.175,0_28_7_4_16,0
144,52,97.167,0_28_7_64_16,0
145,49,97.161,0_28_7_256_256,0
146,47,97.096,0_28_7_4_256,0
147,148,97.084,1_7_7_16_64,0
148,45,97.07,0_28_7_64_256,0
149,177,97.045,1_7_28_1_16,0
150,147,97.028,1_7_7_1_256,0
151,44,96.992,0_28_7_64_64,0
152,34,96.972,1_7_28_1_256,0
153,173,96.892,1_7_7_1_16,0
154,145,96.876,1_7_7_1_64,0
155,65,96.854,0_7_7_64_16,0
156,55,96.853,0_7_7_256_16,0
157,64,96.834,0_7_7_16_16,0
158,63,96.728,0_7_7_256_256,0
159,36,96.718,1_7_28_1_64,0
160,62,96.707,0_7_7_16_64,0
162,60,96.681,0_7_7_256_64,0
161,61,96.681,0_7_7_16_256,0
163,59,96.622,0_7_7_64_64,0
164,58,96.594,0_7_7_4_16,0
165,57,96.556,0_7_7_4_256,0
166,56,96.487,0_7_7_4_64,0
167,54,96.371,0_7_7_64_256,0
168,135,95.39,1_7_7_256_4,0
169,85,95.379,1_7_28_4_4,0
170,82,95.364,1_7_28_16_4,0
171,84,95.313,1_7_28_256_4,0
172,138,95.238,1_7_7_16_4,0
173,81,95.193,1_7_28_64_4,0
174,139,95.097,1_7_7_4_4,0
175,137,95.03,1_7_7_1_4,0
176,136,94.995,1_7_7_64_4,0
177,83,94.934,1_7_28_1_4,0
178,199,94.874,0_28_28_1_4,0
179,193,94.639,0_28_7_1_4,0
180,194,93.918,0_7_7_1_4,0
181,188,93.351,0_28_28_1_256,0
182,187,93.079,0_28_28_1_64,0
183,202,92.895,0_7_28_1_4,0
184,186,92.849,0_28_28_1_16,0
185,21,92.547,1_7_28_4_1,0
186,18,92.527,1_7_28_256_1,0
187,27,92.304,1_7_7_64_1,0
188,192,92.29,5,0
189,28,92.204,1_7_7_256_1,0
190,17,92.103,1_7_28_64_1,0
191,31,92.096,1_7_7_4_1,0
192,29,91.989,1_7_7_16_1,0
193,190,91.979,0_7_28_1_256,0
194,19,91.801,1_7_28_16_1,0
195,191,91.767,0_7_28_1_64,0
196,20,91.731,1_7_28_1_1,0
197,30,91.726,1_7_7_1_1,0
198,180,91.418,0_28_7_1_16,0
199,189,91.413,0_7_28_1_16,0
200,181,91.002,0_28_7_1_64,0
201,182,90.889,0_28_7_1_256,0
202,184,90.483,0_7_7_1_64,0
203,185,90.471,0_7_7_1_16,0
204,183,90.451,0_7_7_1_256,0

