0_7_7_1_1,96.195,9,6,1,0,117544,875536,1936384,0,17144,731656,1936384,0
0_7_7_1_4,96.268,9,8,1,0,117544,2185240,1589248,0,17144,987136,1589248,0
0_7_7_1_16,89.596,9,5,2,0,117544,2150408,2854920,0,17144,745984,2428416,0
0_7_7_1_64,89.654,9,5,2,0,117544,2150408,2854920,0,17144,745984,2428416,0
0_7_7_1_256,89.698,9,5,2,0,117544,2150408,2854920,0,17144,745984,2428416,0
0_7_7_1_1024,89.659,9,5,2,0,117544,2150408,2854920,0,17144,745984,2428416,0
0_7_7_4_1,96.14,9,6,1,0,117544,973840,1936384,0,17144,755720,1936384,0
0_7_7_4_4,96.052,9,8,1,0,117544,2427928,1589248,0,17144,620544,2052096,0
0_7_7_4_16,91.443,9,4,3,0,117544,466448,4560384,0,17144,439304,3010048,0
0_7_7_4_64,91.417,9,4,3,0,117544,466448,4560384,0,17144,439304,3010048,0
0_7_7_4_256,91.329,9,4,3,0,117544,466448,4560384,0,17144,439304,3010048,0
0_7_7_4_1024,91.634,9,4,3,0,117544,466448,4560384,0,17144,439304,3010048,0
0_7_7_16_1,96.1,9,6,1,0,117544,973840,1936384,0,17144,755720,1936384,0
0_7_7_16_4,96.083,9,8,1,0,117544,2427928,1589248,0,17144,620544,2052096,0
0_7_7_16_16,91.451,9,4,3,0,117544,466448,4560384,0,17144,439304,3010048,0
0_7_7_16_64,91.509,9,4,3,0,117544,466448,4560384,0,17144,439304,3010048,0
0_7_7_16_256,91.701,9,4,3,0,117544,466448,4560384,0,17144,439304,3010048,0
0_7_7_16_1024,91.516,9,4,3,0,117544,466448,4560384,0,17144,439304,3010048,0
0_7_7_64_1,96.192,9,6,1,0,117544,973840,1936384,0,17144,755720,1936384,0
0_7_7_64_4,96.243,9,8,1,0,117544,2427928,1589248,0,17144,620544,2052096,0
0_7_7_64_16,91.467,9,4,3,0,117544,466448,4560384,0,17144,439304,3010048,0
0_7_7_64_64,91.513,9,4,3,0,117544,466448,4560384,0,17144,439304,3010048,0
0_7_7_64_256,91.44,9,4,3,0,117544,466448,4560384,0,17144,439304,3010048,0
0_7_7_64_1024,91.611,9,4,3,0,117544,466448,4560384,0,17144,439304,3010048,0
0_7_7_256_1,96.203,9,6,1,0,117544,973840,1936384,0,17144,755720,1936384,0
0_7_7_256_4,96.171,9,8,1,0,117544,2427928,1589248,0,17144,620544,2052096,0
0_7_7_256_16,91.513,9,4,3,0,117544,466448,4560384,0,17144,439304,3010048,0
0_7_7_256_64,91.673,9,4,3,0,117544,466448,4560384,0,17144,439304,3010048,0
0_7_7_256_256,91.648,9,4,3,0,117544,466448,4560384,0,17144,439304,3010048,0
0_7_7_256_1024,91.562,9,4,3,0,117544,466448,4560384,0,17144,439304,3010048,0
2,97.802,7,4,1,0,81192,792592,1936384,0,17144,698888,1936384,0
3,76.771,7,2,3,0,81192,146952,4151816,0,17144,169992,3031552,0
4,98.085,7,4,1,0,81192,792592,1936384,0,17144,698888,1936384,0
5,73.268,7,2,3,0,81192,626184,3909128,0,17144,649224,2793984,0
1_7_7_1_1,85.571,11,4,1,0,108400,583432,2023168,0,25528,484424,2023168,0
1_7_7_1_4,91.22,9,8,1,0,52784,1161552,1936384,0,25528,812616,1936384,0
1_7_7_1_16,65.271,9,8,1,0,52784,3126864,1589248,0,25528,970304,2052096,0
1_7_7_1_64,65.252,9,0,7,0,52784,0,8936008,0,25528,24008,5180992,0
1_7_7_1_256,64.793,9,0,7,0,52784,0,8936008,0,25528,24008,5180992,0
1_7_7_1_1024,65.36,9,0,7,0,52784,0,8936008,0,25528,24008,5180992,0
1_7_7_4_1,85.676,13,4,1,0,115192,583432,2023168,0,25976,484424,2023168,0
1_7_7_4_4,91.664,11,8,1,0,59576,1161552,1936384,0,25976,812616,1936384,0
