0_7_7_1_1,84.147,7,4,1,0,74024,1001232,8716032,0,17144,979208,8716032,0
0_7_7_1_4,84.342,7,4,3,0,74024,306960,10412808,0,17144,284936,9113344,0
0_7_7_1_16,83.585,7,4,3,0,74024,1001232,13512448,0,17144,979208,8916736,0
0_7_7_1_64,81.647,7,4,1,0,74024,1926928,8453888,0,17144,966656,8453888,0
0_7_7_1_256,82.021,7,4,1,0,74024,1926928,8453888,0,17144,966656,8453888,0
0_7_7_1_1024,82.029,7,4,1,0,74024,1926928,8453888,0,17144,966656,8453888,0
0_7_7_4_1,84.66,7,6,1,0,74024,1142040,8716032,0,17144,991752,8716032,0
0_7_7_4_4,84.386,7,7,2,0,74024,1941016,9191432,0,17144,803592,8879104,0
0_7_7_4_16,83.284,7,4,5,0,74024,306960,15209224,0,17144,284936,9314048,0
0_7_7_4_64,82.121,7,4,3,0,74024,306960,11862792,0,17144,284936,9314048,0
0_7_7_4_256,82.577,7,4,3,0,74024,306960,11862792,0,17144,284936,9314048,0
0_7_7_4_1024,82.523,7,4,3,0,74024,306960,11862792,0,17144,284936,9314048,0
0_7_7_16_1,84.522,7,4,1,0,74024,1001232,8716032,0,17144,979208,8716032,0
0_7_7_16_4,84.524,7,5,2,0,74024,2026000,9191432,0,17144,979208,8916736,0
0_7_7_16_16,84.534,7,4,3,0,74024,1001232,13512448,0,17144,979208,8916736,0
0_7_7_16_64,84.696,7,4,1,0,74024,1001232,8716032,0,17144,979208,8716032,0
0_7_7_16_256,84.518,7,4,1,0,74024,1001232,8716032,0,17144,979208,8716032,0
0_7_7_16_1024,84.55,7,4,1,0,74024,1001232,8716032,0,17144,979208,8716032,0
0_7_7_64_1,84.64,7,4,1,0,74024,1001232,8716032,0,17144,979208,8716032,0
0_7_7_64_4,84.554,7,5,2,0,74024,2026000,9191432,0,17144,979208,8916736,0
0_7_7_64_16,84.581,7,4,3,0,74024,1001232,13512448,0,17144,979208,8916736,0
0_7_7_64_64,84.751,7,4,1,0,74024,1001232,8716032,0,17144,979208,8716032,0
0_7_7_64_256,84.29,7,4,1,0,74024,1001232,8716032,0,17144,979208,8716032,0
0_7_7_64_1024,84.487,7,4,1,0,74024,1001232,8716032,0,17144,979208,8716032,0
0_7_7_256_1,84.54,7,4,1,0,74024,1001232,8716032,0,17144,979208,8716032,0
0_7_7_256_4,84.609,7,5,2,0,74024,2026000,9191432,0,17144,979208,8916736,0
0_7_7_256_16,84.675,7,4,3,0,74024,1001232,13512448,0,17144,979208,8916736,0
0_7_7_256_64,84.703,7,4,1,0,74024,1001232,8716032,0,17144,979208,8716032,0
0_7_7_256_256,84.739,7,4,1,0,74024,1001232,8716032,0,17144,979208,8716032,0
0_7_7_256_1024,84.406,7,4,1,0,74024,1001232,8716032,0,17144,979208,8716032,0
0_7_7_1024_1,84.569,7,4,1,0,74024,1001232,8716032,0,17144,979208,8716032,0
0_7_7_1024_4,84.693,7,5,2,0,74024,2026000,9191432,0,17144,979208,8916736,0
0_7_7_1024_16,84.553,7,4,3,0,74024,1001232,13512448,0,17144,979208,8916736,0
0_7_7_1024_64,84.405,7,4,1,0,74024,1001232,8716032,0,17144,979208,8716032,0
0_7_7_1024_256,84.473,7,4,1,0,74024,1001232,8716032,0,17144,979208,8716032,0
0_7_7_1024_1024,84.527,7,4,1,0,74024,1001232,8716032,0,17144,979208,8716032,0
2,85.052,7,4,1,0,74024,1001232,8716032,0,17144,979208,8716032,0
3,53.069,7,2,3,0,74024,567048,25590024,0,17144,586504,17115392,0
4,85.378,7,4,1,0,74024,1001232,8716032,0,17144,979208,8716032,0
5,50.811,7,4,1,0,74024,2966032,8453888,0,17144,584704,9332992,0
1_7_7_1_1,79.736,7,4,1,0,6248,697488,8922048,0,4928,602824,8922048,0
1_7_7_1_4,64.125,7,6,1,0,6248,1627416,8716032,0,4928,764736,8716032,0
1_7_7_1_16,52.591,7,3,4,0,6248,1206280,11539472,0,4928,187848,10174016,0
1_7_7_1_64,52.254,7,2,5,0,6248,187848,22167112,0,4928,187848,13319744,0
1_7_7_1_256,52.247,7,2,3,0,6248,187848,25787976,0,4928,187848,17313344,0
1_7_7_1_1024,52.708,7,2,3,0,6248,187848,25787976,0,4928,187848,17313344,0
1_7_7_4_1,79.507,9,4,1,0,17456,693072,8922048,0,14208,598408,8922048,0
1_7_7_4_4,64.161,9,6,1,0,17456,1623000,8716032,0,14208,760320,8716032,0
1_7_7_4_16,51.795,9,3,4,0,17456,1201864,11539472,0,14208,183432,10174016,0
1_7_7_4_64,52.159,9,2,5,0,17456,183432,22167112,0,14208,183432,13319744,0
1_7_7_4_256,52.653,9,2,3,0,17456,183432,25787976,0,14208,183432,17313344,0
1_7_7_4_1024,52.605,9,2,3,0,17456,183432,25787976,0,14208,183432,17313344,0
