ActualRank,PolyRank,GFLOPS,Version,wins
1,77,103.52,0_7_28_1_64,0
2,76,103.48,0_7_28_1_16,0
3,72,103.41,0_7_7_1_4,0
4,71,103.3,0_7_7_1_64,0
5,75,103.06,0_28_28_1_64,0
6,70,103.05,0_7_7_1_16,0
7,56,103.04,5,0
8,78,103.03,0_7_28_1_4,0
9,69,103,0_28_7_1_16,0
10,73,102.86,0_28_28_1_4,0
11,68,102.81,0_28_7_1_64,0
12,67,102.77,0_28_7_1_4,0
13,74,102.67,0_28_28_1_16,0
14,27,101.72,0_28_7_256_64,0
15,52,101.72,1_28_28_64_16,0
16,41,101.67,0_7_7_16_16,0
17,53,101.65,1_28_28_1_64,0
18,47,101.63,1_28_28_256_64,0
20,100,101.62,1_28_28_64_4,0
19,3,101.62,1_28_7_64_16,0
21,44,101.58,0_7_7_256_64,0
22,103,101.56,1_28_28_256_4,0
23,54,101.53,1_28_28_16_64,0
24,102,101.49,1_28_28_16_4,0
25,1,101.49,1_28_7_4_64,0
26,43,101.46,0_7_7_4_16,0
27,30,101.45,0_28_7_16_16,0
28,42,101.44,0_7_7_4_64,0
29,4,101.37,1_28_7_64_64,0
30,5,101.36,1_28_7_1_64,0
31,26,101.35,0_28_7_64_16,0
32,51,101.33,1_28_28_16_16,0
33,119,101.31,1_28_7_64_4,0
34,36,101.3,0_7_7_16_64,0
35,39,101.17,0_7_7_256_16,0
36,22,101.16,0_28_7_64_4,0
37,118,101.14,1_28_7_1_4,0
38,117,101.12,1_28_7_4_4,0
39,23,101.11,0_28_7_16_64,0
40,24,101.09,0_28_7_256_4,0
41,33,101.06,0_7_7_16_4,0
43,29,101.04,0_28_7_4_64,0
42,28,101.04,0_28_7_4_4,0
44,31,101.02,0_28_7_4_16,0
46,35,101.01,0_7_7_64_16,0
45,34,101.01,0_7_7_64_4,0
47,32,100.99,0_28_7_64_64,0
48,21,100.95,0_28_7_256_16,0
49,37,100.94,0_7_7_256_4,0
50,38,100.93,0_7_7_4_4,0
52,40,100.91,0_7_7_64_64,0
51,25,100.91,0_28_7_16_4,0
53,141,100.84,0_7_28_256_4,0
54,55,100.68,3,0
55,10,100.56,1_28_7_1_16,0
56,45,100.56,1_28_28_4_64,0
57,148,100.52,0_7_28_256_64,0
58,48,100.5,1_28_28_256_16,0
59,46,100.46,1_28_28_4_16,0
60,121,100.44,1_28_7_16_4,0
61,99,100.43,1_28_28_4_4,0
62,2,100.41,1_28_7_4_16,0
63,120,100.41,1_28_7_256_4,0
65,8,100.39,1_28_7_16_64,0
64,9,100.39,1_28_7_256_16,0
66,7,100.35,1_28_7_16_16,0
67,101,100.34,1_28_28_1_4,0
69,6,100.3,1_28_7_256_64,0
68,49,100.3,1_28_28_64_64,0
70,50,100.29,1_28_28_1_16,0
71,80,100.21,1_28_28_64_1,0
72,153,100.17,0_7_28_1_1,0
73,154,100.12,0_7_28_64_4,0
74,156,100.11,0_7_28_16_16,0
75,93,100.07,1_28_7_16_1,0
76,155,100.03,0_7_28_64_1,0
77,79,100,1_28_28_4_1,0
78,164,99.978,0_7_7_1_1,0
79,122,99.969,0_28_28_16_64,0
80,147,99.913,0_7_28_64_64,0
81,145,99.908,0_7_28_4_64,0
82,123,99.856,0_28_28_256_16,0
83,124,99.828,0_28_28_256_1,0
84,125,99.814,0_28_28_4_1,0
85,126,99.797,0_28_28_256_4,0
86,91,99.77,1_28_7_256_1,0
87,157,99.701,0_7_28_64_16,0
88,136,99.679,0_28_28_4_16,0
89,127,99.646,2,0
90,90,99.61,1_28_7_64_1,0
91,142,99.581,0_7_28_4_16,0
92,128,99.565,0_28_28_16_16,0
93,143,99.541,0_7_28_4_4,0
94,144,99.514,0_7_28_16_64,0
