ActualRank,PolyRank,GFLOPS,Version,wins
1,69,2647.7,0_28_7_16_1,0
2,22,2647.2,0_28_28_16_4,0
3,25,2644.7,0_28_28_16_16,0
4,26,2644.3,0_28_28_4_4,0
5,27,2642.7,0_28_28_64_64,0
6,45,2642.5,0_7_28_64_16,0
7,132,2641.9,4,0
8,51,2641.4,0_7_28_4_16,0
9,98,2640.1,0_7_7_1_1,0
10,28,2640.1,0_28_28_1_1,0
11,99,2639.8,0_7_7_16_1,0
12,102,2639.7,0_7_7_64_1,0
13,74,2639.7,0_28_7_16_4,0
14,70,2639.5,0_28_7_4_1,0
15,24,2638.5,0_28_28_16_64,0
16,23,2638.4,0_28_28_1_16,0
17,56,2638,0_7_28_64_4,0
18,73,2637.6,0_28_7_64_1,0
19,72,2637.3,0_28_7_1_4,0
20,129,2637.1,2,0
21,54,2637,0_7_28_1_1,0
22,111,2636.8,0_7_7_4_64,0
23,112,2636.5,0_7_7_4_16,0
24,75,2636.4,0_28_7_64_64,0
26,77,2636.4,0_28_7_4_16,0
25,14,2636.4,0_28_28_1_4,0
27,131,2636.3,3,0
28,44,2636.1,0_7_28_4_64,0
29,79,2635.5,0_28_7_1_64,0
30,13,2635.4,0_28_28_1_64,0
31,109,2635.2,0_7_7_4_4,0
32,82,2635.1,0_28_7_16_64,0
33,17,2634.9,0_28_28_4_64,0
34,83,2634.8,0_28_7_1_16,0
35,81,2634.5,0_28_7_64_16,0
36,18,2634.3,0_28_28_4_16,0
37,19,2633.8,0_28_28_64_16,0
38,53,2633.4,0_7_28_4_1,0
39,76,2633.3,0_28_7_4_64,0
40,103,2633.2,0_7_7_16_16,0
41,15,2632.9,0_28_28_64_4,0
42,100,2632.7,0_7_7_64_16,0
43,21,2632,0_28_28_16_1,0
44,105,2630.5,0_7_7_64_64,0
45,78,2630.3,0_28_7_1_1,0
46,20,2630.2,0_28_28_4_1,0
47,108,2630.1,0_7_7_16_64,0
48,80,2629.8,0_28_7_16_16,0
49,5,2628.9,1_28_28_4_64,0
50,49,2628.2,0_7_28_16_16,0
51,84,2627.9,0_28_7_64_4,0
52,48,2627.4,0_7_28_1_4,0
53,47,2626.9,0_7_28_64_1,0
54,6,2626,1_28_28_16_16,0
55,8,2625.9,1_28_28_64_64,0
56,120,2625.8,1_28_7_16_1,0
57,125,2625.7,1_28_28_1_1,0
58,57,2624.8,1_28_7_64_4,0
59,130,2624.8,5,0
60,16,2624.7,0_28_28_64_1,0
61,61,2624.6,1_28_7_16_4,0
62,10,2624.1,1_28_28_1_16,0
63,43,2623.7,0_7_28_1_16,0
64,11,2623.6,1_28_28_1_4,0
65,59,2623.5,1_28_7_64_64,0
66,12,2623.5,1_28_28_16_4,0
67,124,2622.9,1_7_28_1_1,0
68,9,2622.3,1_28_28_16_64,0
69,50,2622.2,0_7_28_64_64,0
70,119,2621.6,1_28_7_1_1,0
71,118,2620.3,1_28_7_64_1,0
72,4,2619.7,1_28_28_64_4,0
73,55,2618.9,0_7_28_16_1,0
74,40,2618.8,1_7_28_1_16,0
75,117,2618.3,1_28_7_4_1,0
76,3,2618.1,1_28_28_4_16,0
77,60,2617.7,1_28_7_4_4,0
78,1,2617.1,1_28_28_4_4,0
79,41,2616.9,0_7_28_4_4,0
80,96,2615.9,1_7_7_4_4,0
81,126,2615.8,1_28_28_16_1,0
82,58,2615.2,1_28_7_1_64,0
83,42,2614.8,0_7_28_16_4,0
84,62,2614.3,1_28_7_64_16,0
85,63,2614.2,1_28_7_1_16,0
86,110,2613.9,0_7_7_1_4,0
87,2,2613.7,1_28_28_1_64,0
88,65,2613.5,1_28_7_4_16,0
89,71,2611.8,0_28_7_4_4,0
90,107,2611.2,0_7_7_1_64,0
91,66,2610.7,1_28_7_4_64,0
92,67,2610.3,1_28_7_16_16,0
93,89,2610.2,1_7_7_16_4,0
94,106,2609.2,0_7_7_64_4,0
95,52,2608.4,0_7_28_16_64,0
96,30,2605.1,1_7_28_1_4,0
97,87,2602.7,1_7_7_64_64,0
98,39,2602.4,1_7_28_1_64,0
99,116,2601.5,1_7_7_4_1,0
100,104,2598.1,0_7_7_1_16,0
102,85,2597.8,1_7_7_4_16,0
101,128,2597.8,1_28_28_4_1,0
103,101,2596.2,0_7_7_16_4,0
104,115,2595.9,1_7_7_64_1,0
105,7,2595.1,1_28_28_64_16,0
106,86,2593.2,1_7_7_64_16,0
107,97,2592.5,0_7_7_4_1,0
108,90,2591.7,1_7_7_64_4,0
109,127,2591,1_28_28_64_1,0
110,38,2585.9,1_7_28_64_64,0
111,91,2585.5,1_7_7_16_64,0
112,46,2582.7,0_7_28_1_64,0
113,37,2582.7,1_7_28_4_4,0
114,36,2582.4,1_7_28_4_64,0
115,35,2582.4,1_7_28_16_4,0
116,121,2582.3,1_7_28_4_1,0
117,34,2582,1_7_28_64_16,0
118,113,2581.2,1_7_7_1_1,0
119,33,2580.8,1_7_28_16_16,0
120,95,2579.4,1_7_7_1_64,0
121,114,2579.4,1_7_7_16_1,0
122,32,2579.2,1_7_28_64_4,0
123,94,2573.6,1_7_7_1_16,0
124,93,2571.8,1_7_7_4_64,0
125,92,2560,1_7_7_1_4,0
126,123,2555.6,1_7_28_16_1,0
127,64,2553.7,1_28_7_1_4,0
128,31,2537,1_7_28_16_64,0
129,122,2525.8,1_7_28_64_1,0
130,88,2488.4,1_7_7_16_16,0
131,68,2484.3,1_28_7_16_64,0
132,29,2460.5,1_7_28_4_16,0

