ActualRank,PolyRank,GFLOPS,Version,wins
1,4,101.1,4,0
2,1,98.267,2,0
3,3,97.201,5,0
4,6,95.2,1_7_7_64_1,0
5,8,95.166,1_7_7_16_1,0
6,5,94.982,1_7_7_1_1,0
7,9,94.919,1_7_7_4_1,0
8,7,94.559,1_7_7_256_1,0
9,14,93.383,0_7_7_4_1,0
10,15,93.296,0_7_7_256_1,0
11,16,93.21,0_7_7_16_1,0
12,17,93.21,0_7_7_64_1,0
13,10,93.066,0_7_7_1_4,0
14,11,92.959,0_7_7_1_256,0
15,12,92.95,0_7_7_1_16,0
16,13,92.782,0_7_7_1_64,0
17,2,91.371,0_7_7_1_1,0
18,39,86.877,0_7_7_16_64,0
19,38,86.862,0_7_7_256_4,0
20,35,86.86,0_7_7_4_4,0
21,37,86.845,0_7_7_64_64,0
22,36,86.845,0_7_7_256_16,0
23,33,86.777,0_7_7_4_64,0
24,32,86.756,0_7_7_4_16,0
25,31,86.749,0_7_7_64_4,0
26,30,86.701,0_7_7_16_16,0
27,29,86.693,0_7_7_256_256,0
28,28,86.668,0_7_7_16_256,0
29,34,86.656,0_7_7_64_256,0
30,27,86.587,0_7_7_16_4,0
31,26,86.574,0_7_7_256_64,0
32,25,86.527,0_7_7_64_16,0
33,24,86.491,0_7_7_4_256,0
34,23,70.106,3,0
35,51,53.161,1_7_7_1_256,0
36,50,53.095,1_7_7_1_16,0
37,49,53.089,1_7_7_16_16,0
38,19,53.051,1_7_7_1_4,0
39,53,53.032,1_7_7_4_16,0
40,52,52.99,1_7_7_4_64,0
41,48,52.986,1_7_7_64_64,0
42,47,52.627,1_7_7_16_64,0
43,22,52.524,1_7_7_4_4,0
44,20,52.519,1_7_7_64_4,0
45,46,52.499,1_7_7_64_16,0
46,40,52.479,1_7_7_256_256,0
47,21,52.443,1_7_7_16_4,0
48,18,52.399,1_7_7_256_4,0
49,42,52.382,1_7_7_64_256,0
50,43,52.337,1_7_7_1_64,0
51,44,52.326,1_7_7_16_256,0
52,54,52.32,1_7_7_4_256,0
53,45,52.312,1_7_7_256_16,0
54,41,52.31,1_7_7_256_64,0

