0_7_7_1_1,90.395,7,4,3,0,74024,492048,6303752,0,17144,466440,4681728,0
0_7_7_1_4,92.732,7,6,1,0,74024,1509912,3577856,0,17144,699904,3577856,0
0_7_7_1_16,92.883,7,6,1,0,74024,1509912,3577856,0,17144,699904,3577856,0
0_7_7_1_64,92.777,7,6,1,0,74024,1509912,3577856,0,17144,699904,3577856,0
0_7_7_1_256,93.107,7,6,1,0,74024,1509912,3577856,0,17144,699904,3577856,0
0_7_7_4_1,90.258,7,4,3,0,74024,492048,6303752,0,17144,466440,4681728,0
0_7_7_4_4,93.051,7,6,1,0,74024,1509912,3577856,0,17144,699904,3577856,0
0_7_7_4_16,93.066,7,6,1,0,74024,1509912,3577856,0,17144,699904,3577856,0
0_7_7_4_64,92.737,7,6,1,0,74024,1509912,3577856,0,17144,699904,3577856,0
0_7_7_4_256,93.284,7,6,1,0,74024,1509912,3577856,0,17144,699904,3577856,0
0_7_7_16_1,90.105,7,4,3,0,74024,492048,6303752,0,17144,466440,4681728,0
0_7_7_16_4,92.886,7,6,1,0,74024,1509912,3577856,0,17144,699904,3577856,0
0_7_7_16_16,93.062,7,6,1,0,74024,1509912,3577856,0,17144,699904,3577856,0
0_7_7_16_64,92.78,7,6,1,0,74024,1509912,3577856,0,17144,699904,3577856,0
0_7_7_16_256,93.043,7,6,1,0,74024,1509912,3577856,0,17144,699904,3577856,0
0_7_7_64_1,90.034,7,4,3,0,74024,492048,6303752,0,17144,466440,4681728,0
0_7_7_64_4,92.743,7,6,1,0,74024,1509912,3577856,0,17144,699904,3577856,0
0_7_7_64_16,93.271,7,6,1,0,74024,1509912,3577856,0,17144,699904,3577856,0
0_7_7_64_64,92.82,7,6,1,0,74024,1509912,3577856,0,17144,699904,3577856,0
0_7_7_64_256,93.135,7,6,1,0,74024,1509912,3577856,0,17144,699904,3577856,0
0_7_28_1_1,90.273,7,5,2,0,74024,2515464,4882440,0,17144,851456,4079616,0
0_7_28_1_4,91.861,7,4,3,0,74024,1696272,5799936,0,17144,851456,3727360,0
0_7_28_1_16,91.665,7,4,3,0,74024,1696272,5799936,0,17144,851456,3727360,0
0_7_28_1_64,91.612,7,4,3,0,74024,1696272,5799936,0,17144,851456,3727360,0
0_7_28_1_256,91.935,7,4,3,0,74024,1696272,5799936,0,17144,851456,3727360,0
0_7_28_4_1,90.145,7,5,2,0,74024,2515464,4882440,0,17144,851456,4079616,0
0_7_28_4_4,91.279,7,4,3,0,74024,1696272,5799936,0,17144,851456,3727360,0
0_7_28_4_16,91.305,7,4,3,0,74024,1696272,5799936,0,17144,851456,3727360,0
0_7_28_4_64,91.664,7,4,3,0,74024,1696272,5799936,0,17144,851456,3727360,0
0_7_28_4_256,91.791,7,4,3,0,74024,1696272,5799936,0,17144,851456,3727360,0
0_7_28_16_1,90.313,7,5,2,0,74024,2515464,4882440,0,17144,851456,4079616,0
0_7_28_16_4,91.619,7,4,3,0,74024,1696272,5799936,0,17144,851456,3727360,0
0_7_28_16_16,91.369,7,4,3,0,74024,1696272,5799936,0,17144,851456,3727360,0
0_7_28_16_64,91.63,7,4,3,0,74024,1696272,5799936,0,17144,851456,3727360,0
0_7_28_16_256,91.994,7,4,3,0,74024,1696272,5799936,0,17144,851456,3727360,0
0_7_28_64_1,90.083,7,5,2,0,74024,2515464,4882440,0,17144,851456,4079616,0
0_7_28_64_4,91.362,7,4,3,0,74024,1696272,5799936,0,17144,851456,3727360,0
0_7_28_64_16,91.485,7,4,3,0,74024,1696272,5799936,0,17144,851456,3727360,0
0_7_28_64_64,91.576,7,4,3,0,74024,1696272,5799936,0,17144,851456,3727360,0
0_7_28_64_256,91.693,7,4,3,0,74024,1696272,5799936,0,17144,851456,3727360,0
0_28_7_1_1,90.427,8,3,3,0,126240,450576,6303752,0,17144,466440,4681728,0
0_28_7_1_4,91.486,8,5,1,0,126240,1468440,3577856,0,17144,699904,3577856,0
0_28_7_1_16,93.569,8,5,1,0,126240,1468440,3577856,0,17144,699904,3577856,0
0_28_7_1_64,93.777,8,5,1,0,126240,1468440,3577856,0,17144,699904,3577856,0
0_28_7_1_256,93.724,8,5,1,0,126240,1468440,3577856,0,17144,699904,3577856,0
0_28_7_4_1,90.269,8,3,3,0,126240,450576,6303752,0,17144,466440,4681728,0
0_28_7_4_4,93.696,8,5,1,0,126240,1468440,3577856,0,17144,699904,3577856,0
0_28_7_4_16,93.726,8,5,1,0,126240,1468440,3577856,0,17144,699904,3577856,0
0_28_7_4_64,93.696,8,5,1,0,126240,1468440,3577856,0,17144,699904,3577856,0
0_28_7_4_256,93.731,8,5,1,0,126240,1468440,3577856,0,17144,699904,3577856,0
0_28_7_16_1,90.374,8,3,3,0,126240,450576,6303752,0,17144,466440,4681728,0
0_28_7_16_4,93.729,8,5,1,0,126240,1468440,3577856,0,17144,699904,3577856,0
0_28_7_16_16,93.531,8,5,1,0,126240,1468440,3577856,0,17144,699904,3577856,0
0_28_7_16_64,93.745,8,5,1,0,126240,1468440,3577856,0,17144,699904,3577856,0
0_28_7_16_256,93.788,8,5,1,0,126240,1468440,3577856,0,17144,699904,3577856,0
0_28_7_64_1,90.257,8,3,3,0,126240,450576,6303752,0,17144,466440,4681728,0
0_28_7_64_4,93.649,8,5,1,0,126240,1468440,3577856,0,17144,699904,3577856,0
0_28_7_64_16,93.541,8,5,1,0,126240,1468440,3577856,0,17144,699904,3577856,0
0_28_7_64_64,93.629,8,5,1,0,126240,1468440,3577856,0,17144,699904,3577856,0
0_28_7_64_256,93.663,8,5,1,0,126240,1468440,3577856,0,17144,699904,3577856,0
0_28_28_1_1,90.459,8,4,2,0,126240,2473992,4882440,0,17144,851456,4079616,0
0_28_28_1_4,92.489,8,3,3,0,126240,1654800,5799936,0,17144,851456,3727360,0
0_28_28_1_16,91.625,8,3,3,0,126240,1654800,5799936,0,17144,851456,3727360,0
0_28_28_1_64,92.719,8,3,3,0,126240,1654800,5799936,0,17144,851456,3727360,0
0_28_28_1_256,92.627,8,3,3,0,126240,1654800,5799936,0,17144,851456,3727360,0
0_28_28_4_1,90.265,8,4,2,0,126240,2473992,4882440,0,17144,851456,4079616,0
0_28_28_4_4,92.403,8,3,3,0,126240,1654800,5799936,0,17144,851456,3727360,0
0_28_28_4_16,92.762,8,3,3,0,126240,1654800,5799936,0,17144,851456,3727360,0
0_28_28_4_64,92.351,8,3,3,0,126240,1654800,5799936,0,17144,851456,3727360,0
0_28_28_4_256,92.662,8,3,3,0,126240,1654800,5799936,0,17144,851456,3727360,0
0_28_28_16_1,90.501,8,4,2,0,126240,2473992,4882440,0,17144,851456,4079616,0
0_28_28_16_4,92.396,8,3,3,0,126240,1654800,5799936,0,17144,851456,3727360,0
0_28_28_16_16,92.416,8,3,3,0,126240,1654800,5799936,0,17144,851456,3727360,0
0_28_28_16_64,92.462,8,3,3,0,126240,1654800,5799936,0,17144,851456,3727360,0
0_28_28_16_256,92.782,8,3,3,0,126240,1654800,5799936,0,17144,851456,3727360,0
0_28_28_64_1,90.497,8,4,2,0,126240,2473992,4882440,0,17144,851456,4079616,0
0_28_28_64_4,92.324,8,3,3,0,126240,1654800,5799936,0,17144,851456,3727360,0
0_28_28_64_16,92.308,8,3,3,0,126240,1654800,5799936,0,17144,851456,3727360,0
0_28_28_64_64,92.922,8,3,3,0,126240,1654800,5799936,0,17144,851456,3727360,0
0_28_28_64_256,93.096,8,3,3,0,126240,1654800,5799936,0,17144,851456,3727360,0
2,91.134,5,2,3,0,34592,89608,6475784,0,17144,89608,4853760,0
3,93.347,5,4,1,0,34592,333328,4007936,0,17144,288264,4007936,0
4,91.121,5,2,3,0,34592,89608,6475784,0,17144,89608,4853760,0
5,93.454,5,4,1,0,34592,333328,4007936,0,17144,288264,4007936,0
1_7_7_1_1,88.913,11,4,1,0,59256,2130960,3874816,0,27640,993792,3874816,0
1_7_7_1_4,88.892,11,4,3,0,52856,492048,6303752,0,23288,446984,4681728,0
1_7_7_1_16,88.802,9,6,1,0,17456,1472856,3577856,0,14208,693824,3577856,0
1_7_7_1_64,88.856,9,6,1,0,17456,1472856,3577856,0,14208,693824,3577856,0
1_7_7_1_256,88.941,9,6,1,0,17456,1472856,3577856,0,14208,693824,3577856,0
1_7_7_4_1,90.261,11,4,1,0,59256,2130960,3874816,0,27640,993792,3874816,0
1_7_7_4_4,88.716,11,4,3,0,52856,492048,6303752,0,23288,446984,4681728,0
1_7_7_4_16,88.686,9,6,1,0,17456,1472856,3577856,0,14208,693824,3577856,0
1_7_7_4_64,88.68,9,6,1,0,17456,1472856,3577856,0,14208,693824,3577856,0
1_7_7_4_256,88.969,9,6,1,0,17456,1472856,3577856,0,14208,693824,3577856,0
1_7_7_16_1,90.009,11,4,1,0,59256,2130960,3874816,0,27640,993792,3874816,0
1_7_7_16_4,88.568,11,4,3,0,52856,492048,6303752,0,23288,446984,4681728,0
1_7_7_16_16,88.782,9,6,1,0,17456,1472856,3577856,0,14208,693824,3577856,0
1_7_7_16_64,88.712,9,6,1,0,17456,1472856,3577856,0,14208,693824,3577856,0
1_7_7_16_256,88.948,9,6,1,0,17456,1472856,3577856,0,14208,693824,3577856,0
1_7_7_64_1,90.283,11,4,1,0,59256,2130960,3874816,0,27640,993792,3874816,0
1_7_7_64_4,88.58,11,4,3,0,52856,492048,6303752,0,23288,446984,4681728,0
1_7_7_64_16,88.602,9,6,1,0,17456,1472856,3577856,0,14208,693824,3577856,0
1_7_7_64_64,88.655,9,6,1,0,17456,1472856,3577856,0,14208,693824,3577856,0
