ActualRank,PolyRank,GFLOPS,Version,wins
54,135,92.557,1_28_28_64_64,0
55,146,92.556,1_28_28_16_256,0
56,150,92.538,1_28_7_64_4,0
57,144,92.538,1_28_28_16_64,0
58,34,92.525,1_28_7_16_64,0
59,77,92.523,1_28_28_16_4,0
60,76,92.521,1_28_28_4_4,0
61,35,92.513,1_28_7_4_16,0
62,140,92.509,1_28_28_4_16,0
63,36,92.504,1_28_7_1_16,0
64,92,92.489,0_28_28_1_4,0
65,37,92.471,1_28_7_16_256,0
66,38,92.466,1_28_7_4_256,0
67,139,92.464,1_28_28_64_16,0
69,105,92.462,0_28_28_16_64,0
68,39,92.462,1_28_7_64_256,0
70,30,92.458,1_28_7_64_64,0
71,99,92.416,0_28_28_16_16,0
72,147,92.405,1_28_7_4_4,0
73,100,92.403,0_28_28_4_4,0
74,106,92.396,0_28_28_16_4,0
75,137,92.375,1_28_28_64_256,0
76,149,92.368,1_28_7_16_4,0
77,104,92.351,0_28_28_4_64,0
78,102,92.324,0_28_28_64_4,0
79,142,92.315,1_28_28_4_256,0
80,101,92.308,0_28_28_64_16,0
81,117,91.994,0_7_28_16_256,0
82,113,91.935,0_7_28_1_256,0
83,110,91.861,0_7_28_1_4,0
84,108,91.791,0_7_28_4_256,0
85,111,91.693,0_7_28_64_256,0
86,112,91.665,0_7_28_1_16,0
87,114,91.664,0_7_28_4_64,0
88,115,91.63,0_7_28_16_64,0
89,103,91.625,0_28_28_1_16,0
90,107,91.619,0_7_28_16_4,0
91,118,91.612,0_7_28_1_64,0
92,119,91.576,0_7_28_64_64,0
93,15,91.486,0_28_7_1_4,0
94,121,91.485,0_7_28_64_16,0
95,122,91.369,0_7_28_16_16,0
96,120,91.362,0_7_28_64_4,0
97,116,91.305,0_7_28_4_16,0
98,109,91.279,0_7_28_4_4,0
99,163,91.134,2,0
100,164,91.121,4,0
101,82,90.501,0_28_28_16_1,0
102,81,90.497,0_28_28_64_1,0
103,80,90.459,0_28_28_1_1,0
104,154,90.427,0_28_7_1_1,0
105,73,90.413,1_28_28_1_1,0
106,162,90.395,0_7_7_1_1,0
107,153,90.374,0_28_7_16_1,0
108,89,90.313,0_7_28_16_1,0
109,74,90.288,1_28_28_16_1,0
110,59,90.283,1_7_7_64_1,0
111,88,90.273,0_7_28_1_1,0
112,152,90.269,0_28_7_4_1,0
113,65,90.267,1_28_7_1_1,0
114,79,90.265,0_28_28_4_1,0
115,60,90.261,1_7_7_4_1,0
116,161,90.258,0_7_7_4_1,0
117,151,90.257,0_28_7_64_1,0
118,72,90.24,1_28_28_4_1,0
119,71,90.193,1_28_28_64_1,0
120,63,90.153,1_28_7_4_1,0
121,90,90.145,0_7_28_4_1,0
122,160,90.105,0_7_7_16_1,0
123,64,90.093,1_28_7_64_1,0
124,87,90.083,0_7_28_64_1,0
125,159,90.034,0_7_7_64_1,0
126,61,90.009,1_7_7_16_1,0
127,66,89.999,1_28_7_16_1,0
128,130,89.006,1_7_28_1_16,0
129,12,88.969,1_7_7_4_256,0
130,86,88.961,1_7_28_64_4,0
131,11,88.948,1_7_7_16_256,0
132,10,88.941,1_7_7_1_256,0
133,128,88.926,1_7_28_4_256,0
134,85,88.921,1_7_28_16_4,0
135,127,88.918,1_7_28_64_16,0
137,84,88.913,1_7_28_4_4,0
136,62,88.913,1_7_7_1_1,0
138,156,88.892,1_7_7_1_4,0
139,9,88.883,1_7_7_64_256,0
140,123,88.861,1_7_28_4_16,0
141,8,88.856,1_7_7_1_64,0
142,125,88.852,1_7_28_64_256,0
143,126,88.822,1_7_28_16_256,0
144,7,88.802,1_7_7_1_16,0
145,129,88.786,1_7_28_16_16,0
146,6,88.782,1_7_7_16_16,0
147,124,88.74,1_7_28_4_64,0
148,132,88.738,1_7_28_1_64,0
149,155,88.716,1_7_7_4_4,0
150,5,88.712,1_7_7_16_64,0
151,4,88.686,1_7_7_4_16,0
152,3,88.68,1_7_7_4_64,0
153,131,88.677,1_7_28_1_256,0
154,2,88.655,1_7_7_64_64,0
155,134,88.643,1_7_28_64_64,0
156,83,88.635,1_7_28_1_4,0
157,133,88.608,1_7_28_16_64,0
158,1,88.602,1_7_7_64_16,0
159,157,88.58,1_7_7_64_4,0
160,158,88.568,1_7_7_16_4,0
161,68,88.486,1_7_28_4_1,0
162,69,88.445,1_7_28_16_1,0
163,70,88.276,1_7_28_64_1,0
164,67,86.807,1_7_28_1_1,0

