2,85.665
3,88.024
4,85.864
5,88.221
1_7_7_1_1,83.776
1_7_7_1_4,83.382
1_7_7_1_16,83.293
1_7_7_1_64,82.734
1_7_7_1_256,82.517
1_7_7_4_1,84.287
1_7_7_4_4,82.952
1_7_7_4_16,83.624
1_7_7_4_64,83.218
1_7_7_4_256,83.242
1_7_7_16_1,84.102
1_7_7_16_4,82.822
1_7_7_16_16,83.076
1_7_7_16_64,82.801
1_7_7_16_256,82.709
1_7_7_64_1,84.168
1_7_7_64_4,83.101
1_7_7_64_16,82.971
1_7_7_64_64,82.711
1_7_7_64_256,83.336
1_7_28_1_1,83.717
1_7_28_1_4,83.294
1_7_28_1_16,83.437
1_7_28_1_64,82.756
1_7_28_1_256,82.721
1_7_28_4_1,84.652
1_7_28_4_4,82.887
1_7_28_4_16,83.335
1_7_28_4_64,83.446
1_7_28_4_256,82.934
1_7_28_16_1,84.868
1_7_28_16_4,82.887
1_7_28_16_16,83.036
1_7_28_16_64,82.837
1_7_28_16_256,82.84
1_7_28_64_1,83.592
1_7_28_64_4,83.049
1_7_28_64_16,82.682
1_7_28_64_64,82.505
1_7_28_64_256,82.765
1_28_7_1_1,84.958
1_28_7_1_4,87.016
1_28_7_1_16,86.99
1_28_7_1_64,87.509
1_28_7_1_256,87.367
1_28_7_4_1,83.994
1_28_7_4_4,86.775
1_28_7_4_16,86.956
1_28_7_4_64,86.623
1_28_7_4_256,87.056
1_28_7_16_1,84.464
1_28_7_16_4,86.905
1_28_7_16_16,86.919
1_28_7_16_64,86.898
1_28_7_16_256,86.816
1_28_7_64_1,84.213
1_28_7_64_4,87.212
1_28_7_64_16,86.954
1_28_7_64_64,86.843
1_28_7_64_256,87.139
1_28_28_1_1,84.338
1_28_28_1_4,87.225
1_28_28_1_16,86.686
1_28_28_1_64,87.03
1_28_28_1_256,87.214
1_28_28_4_1,85.197
1_28_28_4_4,86.834
1_28_28_4_16,87.01
1_28_28_4_64,86.833
1_28_28_4_256,87.118
1_28_28_16_1,84.127
1_28_28_16_4,87.109
1_28_28_16_16,87.123
1_28_28_16_64,87.092
1_28_28_16_256,86.69
1_28_28_64_1,84.597
1_28_28_64_4,87.121
1_28_28_64_16,87.254
1_28_28_64_64,87.069
1_28_28_64_256,86.599
0_7_7_1_1,84.836
0_7_7_1_4,87.082
0_7_7_1_16,87.038
0_7_7_1_64,87.135
0_7_7_1_256,87.465
0_7_7_4_1,84.778
0_7_7_4_4,87.188
0_7_7_4_16,87.166
0_7_7_4_64,87.149
0_7_7_4_256,87.719
0_7_7_16_1,84.918
0_7_7_16_4,87.12
0_7_7_16_16,87.294
0_7_7_16_64,87.097
0_7_7_16_256,87.685
0_7_7_64_1,84.564
0_7_7_64_4,87.271
0_7_7_64_16,87.039
0_7_7_64_64,87.317
0_7_7_64_256,87.556
0_7_28_1_1,84.673
0_7_28_1_4,86.508
0_7_28_1_16,86.258
0_7_28_1_64,86.393
0_7_28_1_256,86.674
0_7_28_4_1,84.746
0_7_28_4_4,86.098
0_7_28_4_16,86.564
0_7_28_4_64,86.5
0_7_28_4_256,86.656
0_7_28_16_1,84.034
0_7_28_16_4,86.304
0_7_28_16_16,86.103
0_7_28_16_64,86.176
0_7_28_16_256,86.747
0_7_28_64_1,84.605
0_7_28_64_4,86.374
0_7_28_64_16,86.215
0_7_28_64_64,84.832
0_7_28_64_256,86.704
0_28_7_1_1,85.427
0_28_7_1_4,88.254
0_28_7_1_16,88.053
0_28_7_1_64,88.262
0_28_7_1_256,87.109
0_28_7_4_1,85.557
0_28_7_4_4,88.359
0_28_7_4_16,88.405
0_28_7_4_64,88.001
0_28_7_4_256,88.348
0_28_7_16_1,85.28
0_28_7_16_4,88.149
0_28_7_16_16,88.049
0_28_7_16_64,88.403
0_28_7_16_256,88.455
0_28_7_64_1,84.99
0_28_7_64_4,88.141
0_28_7_64_16,88.197
0_28_7_64_64,88.088
0_28_7_64_256,88.555
0_28_28_1_1,85.49
0_28_28_1_4,87.426
0_28_28_1_16,87.651
0_28_28_1_64,87.295
0_28_28_1_256,88.036
0_28_28_4_1,85.278
0_28_28_4_4,87.208
0_28_28_4_16,87.049
0_28_28_4_64,87.115
0_28_28_4_256,87.431
0_28_28_16_1,85.167
0_28_28_16_4,87.449
0_28_28_16_16,87.05
0_28_28_16_64,86.868
0_28_28_16_256,87.335
0_28_28_64_1,85.078
0_28_28_64_4,86.946
0_28_28_64_16,87.355
0_28_28_64_64,87.288
0_28_28_64_256,87.131
