2,85.665,5,2,3,0,34592,89608,6475784,0
3,88.024,5,4,1,0,34592,333328,4007936,0
4,85.864,5,2,3,0,34592,89608,6475784,0
5,88.221,5,4,1,0,34592,333328,4007936,0
1_7_7_1_1,83.776,11,4,1,0,59256,2130960,3874816,0
1_7_7_1_4,83.382,11,4,3,0,52856,492048,6303752,0
1_7_7_1_16,83.293,9,6,1,0,17456,1472856,3577856,0
1_7_7_1_64,82.734,9,6,1,0,17456,1472856,3577856,0
1_7_7_1_256,82.517,9,6,1,0,17456,1472856,3577856,0
1_7_7_4_1,84.287,11,4,1,0,59256,2130960,3874816,0
1_7_7_4_4,82.952,11,4,3,0,52856,492048,6303752,0
1_7_7_4_16,83.624,9,6,1,0,17456,1472856,3577856,0
1_7_7_4_64,83.218,9,6,1,0,17456,1472856,3577856,0
1_7_7_4_256,83.242,9,6,1,0,17456,1472856,3577856,0
1_7_7_16_1,84.102,11,4,1,0,59256,2130960,3874816,0
1_7_7_16_4,82.822,11,4,3,0,52856,492048,6303752,0
1_7_7_16_16,83.076,9,6,1,0,17456,1472856,3577856,0
1_7_7_16_64,82.801,9,6,1,0,17456,1472856,3577856,0
1_7_7_16_256,82.709,9,6,1,0,17456,1472856,3577856,0
1_7_7_64_1,84.168,11,4,1,0,59256,2130960,3874816,0
1_7_7_64_4,83.101,11,4,3,0,52856,492048,6303752,0
1_7_7_64_16,82.971,9,6,1,0,17456,1472856,3577856,0
1_7_7_64_64,82.711,9,6,1,0,17456,1472856,3577856,0
1_7_7_64_256,83.336,9,6,1,0,17456,1472856,3577856,0
1_7_28_1_1,83.717,11,4,1,0,59256,2507272,3874816,0
1_7_28_1_4,83.294,11,5,2,0,52856,2515464,4882440,0
1_7_28_1_16,83.437,9,4,3,0,17456,409936,6146048,0
1_7_28_1_64,82.756,9,4,3,0,17456,409936,6146048,0
1_7_28_1_256,82.721,9,4,3,0,17456,409936,6146048,0
1_7_28_4_1,84.652,11,4,1,0,59256,2507272,3874816,0
1_7_28_4_4,82.887,11,5,2,0,52856,2515464,4882440,0
1_7_28_4_16,83.335,9,4,3,0,17456,409936,6146048,0
1_7_28_4_64,83.446,9,4,3,0,17456,409936,6146048,0
1_7_28_4_256,82.934,9,4,3,0,17456,409936,6146048,0
1_7_28_16_1,84.868,11,4,1,0,59256,2507272,3874816,0
1_7_28_16_4,82.887,11,5,2,0,52856,2515464,4882440,0
1_7_28_16_16,83.036,9,4,3,0,17456,409936,6146048,0
1_7_28_16_64,82.837,9,4,3,0,17456,409936,6146048,0
1_7_28_16_256,82.84,9,4,3,0,17456,409936,6146048,0
1_7_28_64_1,83.592,11,4,1,0,59256,2507272,3874816,0
1_7_28_64_4,83.049,11,5,2,0,52856,2515464,4882440,0
1_7_28_64_16,82.682,9,4,3,0,17456,409936,6146048,0
1_7_28_64_64,82.505,9,4,3,0,17456,409936,6146048,0
1_7_28_64_256,82.765,9,4,3,0,17456,409936,6146048,0
1_28_7_1_1,84.958,11,4,1,0,70000,2130960,3874816,0
1_28_7_1_4,87.016,12,3,3,0,121200,450576,6303752,0
1_28_7_1_16,86.99,9,6,1,0,34928,1498384,3577856,0
1_28_7_1_64,87.509,9,6,1,0,34928,1498384,3577856,0
1_28_7_1_256,87.367,9,6,1,0,34928,1498384,3577856,0
1_28_7_4_1,83.994,11,4,1,0,70000,2130960,3874816,0
1_28_7_4_4,86.775,12,3,3,0,121200,450576,6303752,0
1_28_7_4_16,86.956,9,6,1,0,34928,1498384,3577856,0
1_28_7_4_64,86.623,9,6,1,0,34928,1498384,3577856,0
1_28_7_4_256,87.056,9,6,1,0,34928,1498384,3577856,0
1_28_7_16_1,84.464,11,4,1,0,70000,2130960,3874816,0
1_28_7_16_4,86.905,12,3,3,0,121200,450576,6303752,0
1_28_7_16_16,86.919,9,6,1,0,34928,1498384,3577856,0
1_28_7_16_64,86.898,9,6,1,0,34928,1498384,3577856,0
1_28_7_16_256,86.816,9,6,1,0,34928,1498384,3577856,0
1_28_7_64_1,84.213,11,4,1,0,70000,2130960,3874816,0
1_28_7_64_4,87.212,12,3,3,0,121200,450576,6303752,0
1_28_7_64_16,86.954,9,6,1,0,34928,1498384,3577856,0
1_28_7_64_64,86.843,9,6,1,0,34928,1498384,3577856,0
1_28_7_64_256,87.139,9,6,1,0,34928,1498384,3577856,0
1_28_28_1_1,84.338,11,4,1,0,70000,2507272,3874816,0
1_28_28_1_4,87.225,12,4,2,0,121200,2473992,4882440,0
1_28_28_1_16,86.686,9,4,3,0,34928,435464,6146048,0
1_28_28_1_64,87.03,9,4,3,0,34928,435464,6146048,0
1_28_28_1_256,87.214,9,4,3,0,34928,435464,6146048,0
1_28_28_4_1,85.197,11,4,1,0,70000,2507272,3874816,0
1_28_28_4_4,86.834,12,4,2,0,121200,2473992,4882440,0
1_28_28_4_16,87.01,9,4,3,0,34928,435464,6146048,0
1_28_28_4_64,86.833,9,4,3,0,34928,435464,6146048,0
1_28_28_4_256,87.118,9,4,3,0,34928,435464,6146048,0
1_28_28_16_1,84.127,11,4,1,0,70000,2507272,3874816,0
1_28_28_16_4,87.109,12,4,2,0,121200,2473992,4882440,0
1_28_28_16_16,87.123,9,4,3,0,34928,435464,6146048,0
1_28_28_16_64,87.092,9,4,3,0,34928,435464,6146048,0
1_28_28_16_256,86.69,9,4,3,0,34928,435464,6146048,0
1_28_28_64_1,84.597,11,4,1,0,70000,2507272,3874816,0
1_28_28_64_4,87.121,12,4,2,0,121200,2473992,4882440,0
1_28_28_64_16,87.254,9,4,3,0,34928,435464,6146048,0
1_28_28_64_64,87.069,9,4,3,0,34928,435464,6146048,0
1_28_28_64_256,86.599,9,4,3,0,34928,435464,6146048,0
0_7_7_1_1,84.836,7,4,3,0,74024,492048,6303752,0
0_7_7_1_4,87.082,7,6,1,0,74024,1509912,3577856,0
0_7_7_1_16,87.038,7,6,1,0,74024,1509912,3577856,0
0_7_7_1_64,87.135,7,6,1,0,74024,1509912,3577856,0
0_7_7_1_256,87.465,7,6,1,0,74024,1509912,3577856,0
0_7_7_4_1,84.778,7,4,3,0,74024,492048,6303752,0
0_7_7_4_4,87.188,7,6,1,0,74024,1509912,3577856,0
0_7_7_4_16,87.166,7,6,1,0,74024,1509912,3577856,0
0_7_7_4_64,87.149,7,6,1,0,74024,1509912,3577856,0
0_7_7_4_256,87.719,7,6,1,0,74024,1509912,3577856,0
0_7_7_16_1,84.918,7,4,3,0,74024,492048,6303752,0
0_7_7_16_4,87.12,7,6,1,0,74024,1509912,3577856,0
